FLTID,REG,ADEP,ADES,ALDT,AIBT,SIBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
SHT9U,GEUPP,EGPH,EGLL,2018-06-07T07:14:00Z,2018-06-07T07:22:00Z,2018-06-07T07:30:00Z,IFR,A319,MJ,09L,503,ARR,219062258,2018-06-07T06:46:35Z,52.038333333333306,-1.04666666666667,150,2018-06-07T06:36:23Z,52.8358333333333,-2.03611111111111,327
SHT7S,GEUPX,EGPF,EGLL,2018-06-07T07:19:00Z,2018-06-07T07:26:00Z,2018-06-07T07:30:00Z,IFR,A319,MJ,09L,507,ARR,219062423,2018-06-07T06:51:19Z,52.01194444444439,-1.1061111111111102,145,2018-06-07T06:40:59Z,52.82166666666669,-2.0647222222222203,311
UAL931,N660UA,KORD,EGLL,2018-06-07T07:21:00Z,2018-06-07T07:25:00Z,2018-06-07T07:30:00Z,IFR,B763,H,09L,231,ARR,219056876,2018-06-07T07:04:37Z,51.9602777777778,-1.2016666666666698,153,2018-06-07T06:54:16Z,52.8011111111111,-2.1027777777777805,338
ACA848,CFITL,CYYZ,EGLL,2018-06-07T07:23:00Z,2018-06-07T07:52:00Z,2018-06-07T07:35:00Z,IFR,B77W,H,09L,238,ARR,219057263,2018-06-07T07:05:05Z,51.4038888888889,-1.52277777777778,140,2018-06-07T06:54:53Z,51.550833333333294,-3.12944444444444,283
SHT19S,GEUPZ,EGPD,EGLL,2018-06-07T07:09:00Z,2018-06-07T07:18:00Z,2018-06-07T07:35:00Z,IFR,A319,MJ,09L,506,ARR,219062418,2018-06-07T06:43:41Z,51.98166666666668,-1.16472222222222,155,2018-06-07T06:33:50Z,52.821388888888904,-2.06222222222222,327
BAW477,GEUYS,LEBL,EGLL,2018-06-07T08:22:00Z,2018-06-07T08:25:00Z,2018-06-07T07:35:00Z,IFR,A320,MJ,09L,355,ARR,219062884,2018-06-07T08:04:05Z,50.91944444444439,-1.0405555555555601,149,2018-06-07T07:55:07Z,49.97916666666669,-1.6088888888888901,312
BAW811,GEUPN,EKCH,EGLL,2018-06-07T07:11:00Z,2018-06-07T07:24:00Z,2018-06-07T07:35:00Z,IFR,A319,MJ,09L,521,ARR,219061306,2018-06-07T06:43:10Z,51.60638888888891,0.593611111111111,160,2018-06-07T06:32:43Z,51.662777777777805,2.20666666666667,322
DLH900,DAINF,EDDF,EGLL,2018-06-07T07:54:00Z,2018-06-07T08:02:00Z,2018-06-07T07:40:00Z,IFR,A320,MJ,09L,216,ARR,219062489,2018-06-07T07:31:29Z,51.67944444444439,0.562777777777778,144,2018-06-07T07:20:16Z,51.5047222222222,2.2230555555555602,297
EIN71K,EIDVE,EICK,EGLL,2018-06-07T07:20:00Z,2018-06-07T07:27:00Z,2018-06-07T07:45:00Z,IFR,A320,MJ,09L,221R,ARR,219063176,2018-06-07T07:02:59Z,51.415277777777796,-1.5244444444444398,140,2018-06-07T06:53:08Z,51.587777777777795,-3.1275000000000004,309
VIR104L,GVGEM,KATL,EGLL,2018-06-07T08:06:00Z,2018-06-07T08:15:00Z,2018-06-07T07:45:00Z,IFR,A333,H,09L,307,ARR,219056915,2018-06-07T07:43:28Z,51.370277777777794,-1.5147222222222199,140,2018-06-07T07:32:17Z,51.66888888888891,-3.11611111111111,303
VIR138M,GVINE,KJFK,EGLL,2018-06-07T07:35:00Z,2018-06-07T07:39:00Z,2018-06-07T07:45:00Z,IFR,A333,H,09L,326,ARR,219057213,2018-06-07T07:17:11Z,51.3411111111111,-1.50555555555556,140,2018-06-07T07:06:50Z,51.58666666666669,-3.1261111111111104,303
BAW341,GEUYB,LFMN,EGLL,2018-06-07T07:17:00Z,2018-06-07T07:30:00Z,2018-06-07T07:45:00Z,IFR,A320,MJ,09L,544L,ARR,219061593,2018-06-07T06:57:27Z,51.0372222222222,0.336666666666667,149,2018-06-07T06:47:57Z,50.3455555555555,1.47555555555556,309
SAS51M,EISID,EKCH,EGLL,2018-06-07T07:31:00Z,2018-06-07T07:40:00Z,2018-06-07T07:50:00Z,IFR,A320,MJ,09L,224,ARR,219062282,2018-06-07T07:14:53Z,51.67944444444439,0.5619444444444441,137,2018-06-07T07:05:36Z,51.7822222222222,2.1805555555555602,313
AAL728,N275AY,KPHL,EGLL,2018-06-07T07:36:00Z,2018-06-07T07:45:00Z,2018-06-07T08:00:00Z,IFR,A333,H,09L,331,ARR,219057203,2018-06-07T07:20:05Z,51.328888888888905,-1.50027777777778,140,2018-06-07T07:10:48Z,51.5133333333333,-3.1283333333333303,296
BAW795,GTTOB,EFHK,EGLL,2018-06-07T07:46:00Z,2018-06-07T07:53:00Z,2018-06-07T08:00:00Z,IFR,A320,MJ,09L,305L,ARR,219060070,2018-06-07T07:28:05Z,51.6552777777778,0.573333333333333,137,2018-06-07T07:17:23Z,51.8033333333333,2.17388888888889,288
BEE3TC,GECOE,EGPD,EGLL,2018-06-07T07:43:00Z,2018-06-07T07:52:00Z,2018-06-07T08:00:00Z,IFR,DH8D,MT,09L,253R,ARR,219062804,2018-06-07T07:26:19Z,52.036111111111104,-1.0494444444444397,156,2018-06-07T07:14:29Z,52.84416666666669,-2.0119444444444397,250
KLM1007,PHBXF,EHAM,EGLL,2018-06-07T07:33:00Z,2018-06-07T07:37:00Z,2018-06-07T08:00:00Z,IFR,B738,MJ,09L,409,ARR,219063751,2018-06-07T07:16:29Z,51.6127777777778,0.5911111111111109,153,2018-06-07T07:06:50Z,51.7105555555556,2.1952777777777803,240
BAW92W,GCIVO,KDFW,EGLL,2018-06-07T07:52:00Z,2018-06-07T07:59:00Z,2018-06-07T08:00:00Z,IFR,B744,H,09L,563,ARR,219056704,2018-06-07T07:33:44Z,51.5236111111111,-1.5319444444444397,140,2018-06-07T07:23:34Z,51.657222222222195,-3.12638888888889,291
BAW172,GCIVG,KJFK,EGLL,2018-06-07T07:50:00Z,2018-06-07T08:00:00Z,2018-06-07T08:05:00Z,IFR,B744,H,09L,533,ARR,219057397,2018-06-07T07:30:11Z,51.358055555555595,-1.51,141,2018-06-07T07:18:57Z,51.625277777777804,-3.1202777777777806,287
AAL46,N806AA,KORD,EGLL,2018-06-07T07:48:00Z,2018-06-07T07:53:00Z,2018-06-07T08:05:00Z,IFR,B788,H,09L,336,ARR,219057093,2018-06-07T07:27:23Z,51.930277777777796,-1.25111111111111,156,2018-06-07T07:16:42Z,52.795833333333306,-2.1158333333333297,335
EIN380,EIDES,EINN,EGLL,2018-06-07T07:42:00Z,2018-06-07T07:51:00Z,2018-06-07T08:05:00Z,IFR,A320,MJ,09L,223,ARR,219063441,2018-06-07T07:22:53Z,51.36916666666669,-1.51555555555556,141,2018-06-07T07:13:22Z,51.521944444444394,-3.1327777777777803,312
ETH700,ETAUB,HAAB,EGLL,2018-06-07T07:38:00Z,2018-06-07T07:42:00Z,2018-06-07T08:05:00Z,IFR,A359,H,09L,246,ARR,219057163,2018-06-07T07:16:05Z,51.1186111111111,0.433333333333333,166,2018-06-07T07:07:06Z,50.407777777777795,1.5644444444444399,353
EIN154,EIDEN,EIDW,EGLL,2018-06-07T07:41:00Z,2018-06-07T07:50:00Z,2018-06-07T08:05:00Z,IFR,A320,MJ,09L,221L,ARR,219063583,2018-06-07T07:22:53Z,51.9858333333333,-1.1575,123,2018-06-07T07:13:40Z,52.7691666666667,-2.1702777777777804,286
FIN3ML,OHLWB,EFHK,EGLL,2018-06-07T07:44:00Z,2018-06-07T07:53:00Z,2018-06-07T08:10:00Z,IFR,A359,H,09L,301,ARR,219060457,2018-06-07T07:26:08Z,51.6902777777778,0.5575,130,2018-06-07T07:15:56Z,51.8352777777778,2.165,288
BAW16H,GEUUN,LHBP,EGLL,2018-06-07T07:47:00Z,2018-06-07T07:53:00Z,2018-06-07T08:10:00Z,IFR,A320,MJ,09L,309,ARR,219061449,2018-06-07T07:29:11Z,51.6436111111111,0.5802777777777779,149,2018-06-07T07:18:03Z,51.6752777777778,2.20194444444444,304
BAW831U,GEUUH,EIDW,EGLL,2018-06-07T08:01:00Z,2018-06-07T08:10:00Z,2018-06-07T08:10:00Z,IFR,A320,MJ,09L,523,ARR,219063439,2018-06-07T07:42:47Z,52.0080555555556,-1.11111111111111,150,2018-06-07T07:32:06Z,52.81361111111109,-2.0775,290
BAW51B,GYMMO,KBOS,EGLL,2018-06-07T10:25:00Z,2018-06-07T10:34:00Z,2018-06-07T08:10:00Z,IFR,B772,H,09L,551,ARR,219058421,2018-06-07T10:09:32Z,51.3133333333333,-1.49416666666667,137,2018-06-07T10:00:09Z,51.587222222222195,-3.1233333333333304,250
BAW94,GZBJC,CYUL,EGLL,2018-06-07T08:19:00Z,2018-06-07T08:25:00Z,2018-06-07T08:10:00Z,IFR,B788,H,09L,575,ARR,219057586,2018-06-07T08:00:29Z,51.365,-1.5125,134,2018-06-07T07:50:28Z,51.5497222222222,-3.1297222222222203,341
BAW761,GEUUU,ENGM,EGLL,2018-06-07T07:57:00Z,2018-06-07T08:03:00Z,2018-06-07T08:15:00Z,IFR,A320,MJ,09L,515,ARR,219062134,2018-06-07T07:34:07Z,51.68,0.562222222222222,157,2018-06-07T07:23:06Z,51.9447222222222,2.1177777777777806,288
BAW583,GEUXG,LIMC,EGLL,2018-06-07T07:40:00Z,2018-06-07T07:47:00Z,2018-06-07T08:15:00Z,IFR,A321,MJ,09L,508,ARR,219062966,2018-06-07T07:20:23Z,51.078888888888905,0.3913888888888891,167,2018-06-07T07:11:33Z,50.3838888888889,1.53222222222222,333
BAW599,GEUPF,LIPZ,EGLL,2018-06-07T07:33:00Z,2018-06-07T07:48:00Z,2018-06-07T08:15:00Z,IFR,A319,MJ,09L,509,ARR,219062325,2018-06-07T07:14:51Z,51.0380555555556,0.33833333333333293,149,2018-06-07T07:06:23Z,50.3608333333333,1.4980555555555601,325
BAW699W,GEUUS,LOWW,EGLL,2018-06-07T08:05:00Z,2018-06-07T08:12:00Z,2018-06-07T08:15:00Z,IFR,A320,MJ,09L,311,ARR,219062048,2018-06-07T07:42:32Z,51.68,0.563333333333333,139,2018-06-07T07:31:40Z,51.6247222222222,2.21555555555556,302
VIR10K,GVMAP,KJFK,EGLL,2018-06-07T07:59:00Z,2018-06-07T08:09:00Z,2018-06-07T08:15:00Z,IFR,B789,H,09L,320,ARR,219057383,2018-06-07T07:37:48Z,51.366388888888906,-1.51388888888889,140,2018-06-07T07:26:54Z,51.5883333333333,-3.1275000000000004,281
UAL16,N67058,KEWR,EGLL,2018-06-07T07:57:00Z,2018-06-07T08:02:00Z,2018-06-07T08:20:00Z,IFR,B764,H,09L,248,ARR,219057358,2018-06-07T07:36:23Z,51.36694444444439,-1.5133333333333299,140,2018-06-07T07:25:27Z,51.52666666666669,-3.1297222222222203,270
SAS803,LNRRM,ENGM,EGLL,2018-06-07T08:02:00Z,2018-06-07T08:08:00Z,2018-06-07T08:20:00Z,IFR,B737,MJ,09L,220,ARR,219062349,2018-06-07T07:40:08Z,51.67944444444439,0.562222222222222,131,2018-06-07T07:29:05Z,51.96638888888891,2.1075000000000004,286
SHT7J,GEUYL,EGPF,EGLL,2018-06-07T07:55:00Z,2018-06-07T08:05:00Z,2018-06-07T08:20:00Z,IFR,A320,MJ,09L,502,ARR,219064111,2018-06-07T07:37:26Z,51.98694444444439,-1.15361111111111,149,2018-06-07T07:26:58Z,52.78638888888891,-2.13555555555556,314
AAL38,N728AN,KMIA,EGLL,2018-06-07T09:05:00Z,2018-06-07T09:12:00Z,2018-06-07T08:25:00Z,IFR,B77W,H,09L,342,ARR,219056960,2018-06-07T08:44:35Z,51.367222222222196,-1.51277777777778,139,2018-06-07T08:34:47Z,51.52833333333331,-3.12805555555556,273
LOT281,SPLVA,EPWA,EGLL,2018-06-07T08:13:00Z,2018-06-07T08:22:00Z,2018-06-07T08:25:00Z,IFR,B38M,MJ,09L,219,ARR,219061562,2018-06-07T07:53:52Z,51.67944444444439,0.5636111111111111,144,2018-06-07T07:43:11Z,51.79388888888891,2.1777777777777807,292
AFL2580,VQBEG,UUEE,EGLL,2018-06-07T08:08:00Z,2018-06-07T08:15:00Z,2018-06-07T08:30:00Z,IFR,A321,MJ,09L,414,ARR,219059340,2018-06-07T07:44:09Z,51.6797222222222,0.5625,139,2018-06-07T07:33:20Z,51.66555555555551,2.2086111111111104,294
BAW377,GEUXH,LFBO,EGLL,2018-06-07T08:04:00Z,2018-06-07T08:10:00Z,2018-06-07T08:30:00Z,IFR,A321,MJ,09L,501,ARR,219063643,2018-06-07T07:40:55Z,50.930277777777796,-1.0661111111111101,166,2018-06-07T07:32:30Z,50.0022222222222,-1.68472222222222,340
BAW43LQ,GEUUL,LIPE,EGLL,2018-06-07T08:09:00Z,2018-06-07T08:19:00Z,2018-06-07T08:30:00Z,IFR,A320,MJ,09L,520,ARR,219062938,2018-06-07T07:44:29Z,51.06138888888891,0.36777777777777804,146,2018-06-07T07:34:51Z,50.385,1.5316666666666698,303
BAW771C,GEUPL,ESSA,EGLL,2018-06-07T08:12:00Z,2018-06-07T08:20:00Z,2018-06-07T08:30:00Z,IFR,A319,MJ,09L,519,ARR,219061948,2018-06-07T07:52:29Z,51.680277777777796,0.5619444444444441,125,2018-06-07T07:41:52Z,51.8336111111111,2.1636111111111105,263
BAW188,GZZZC,KEWR,EGLL,2018-06-07T08:59:00Z,2018-06-07T09:13:00Z,2018-06-07T08:30:00Z,IFR,B772,H,09L,561,ARR,219057579,2018-06-07T08:41:23Z,51.36666666666669,-1.5133333333333299,139,2018-06-07T08:32:11Z,51.5902777777778,-3.12638888888889,270
BAW14K,GBYGE,KJFK,EGLL,2018-06-07T08:29:00Z,2018-06-07T08:37:00Z,2018-06-07T08:35:00Z,IFR,B744,H,09L,565,ARR,219057552,2018-06-07T08:11:11Z,50.9163888888889,-1.03416666666667,137,2018-06-07T07:59:47Z,50.7427777777778,-2.82833333333333,305
BAW22C,GZBJH,KBWI,EGLL,2018-06-07T08:32:00Z,2018-06-07T08:39:00Z,2018-06-07T08:35:00Z,IFR,B788,H,09L,546,ARR,219057521,2018-06-07T08:12:59Z,51.3661111111111,-1.5133333333333299,141,2018-06-07T08:03:07Z,51.63,-3.12305555555556,283
SHT9V,GEUUA,EGPH,EGLL,2018-06-07T08:10:00Z,2018-06-07T08:15:00Z,2018-06-07T08:35:00Z,IFR,A320,MJ,09L,505,ARR,219064733,2018-06-07T07:53:25Z,52.01,-1.1097222222222198,140,2018-06-07T07:42:53Z,52.814722222222194,-2.0794444444444395,323
SAS52H,EISIC,ESSA,EGLL,2018-06-07T08:21:00Z,2018-06-07T08:31:00Z,2018-06-07T08:35:00Z,IFR,A320,MJ,09L,218L,ARR,219062409,2018-06-07T08:04:04Z,51.67944444444439,0.561666666666667,137,2018-06-07T07:54:18Z,51.7830555555555,2.1788888888888898,292
ACA860,CFSIL,CYHZ,EGLL,2018-06-07T08:25:00Z,2018-06-07T08:32:00Z,2018-06-07T08:35:00Z,IFR,B38M,MJ,09L,225,ARR,219058086,2018-06-07T08:05:37Z,51.3658333333333,-1.51361111111111,142,2018-06-07T07:56:49Z,51.590555555555504,-3.12583333333333,326
DLH902,DAIZI,EDDF,EGLL,2018-06-07T08:40:00Z,2018-06-07T08:47:00Z,2018-06-07T08:40:00Z,IFR,A320,MJ,09L,217,ARR,219064446,2018-06-07T08:20:59Z,51.6652777777778,0.570277777777778,138,2018-06-07T08:11:10Z,51.6130555555555,2.215,297
UAL27,N26909,KDEN,EGLL,2018-06-07T13:07:00Z,2018-06-07T13:12:00Z,2018-06-07T08:40:00Z,IFR,B788,H,09L,247,ARR,219057495,2018-06-07T12:41:23Z,51.8275,-1.3794444444444398,150,2018-06-07T12:30:25Z,52.699444444444396,-2.3002777777777803,335
VIR12E,GVRED,KBOS,EGLL,2018-06-07T08:50:00Z,2018-06-07T08:59:00Z,2018-06-07T08:40:00Z,IFR,A346,H,09L,317,ARR,219057717,2018-06-07T08:29:11Z,51.366388888888906,-1.5133333333333299,134,2018-06-07T08:17:16Z,51.5886111111111,-3.12638888888889,226
DLH9MJ,DAIWB,EDDM,EGLL,2018-06-07T08:24:00Z,2018-06-07T08:30:00Z,2018-06-07T08:45:00Z,IFR,A320,MJ,09L,218R,ARR,219063916,2018-06-07T08:05:46Z,51.67944444444439,0.560555555555555,139,2018-06-07T07:56:09Z,51.61694444444439,2.2127777777777804,320
AMC100A,9HAEO,LMML,EGLL,2018-06-07T08:15:00Z,2018-06-07T08:27:00Z,2018-06-07T08:45:00Z,IFR,A320,MJ,09L,415,ARR,219061299,2018-06-07T07:58:59Z,51.040277777777796,0.341666666666667,168,2018-06-07T07:50:17Z,50.33666666666669,1.46416666666667,323
SHT3P,GEUPC,EGCC,EGLL,2018-06-07T08:27:00Z,2018-06-07T08:34:00Z,2018-06-07T08:50:00Z,IFR,A319,MJ,09L,503,ARR,219065940,2018-06-07T08:09:41Z,51.9733333333333,-1.1802777777777802,152,2018-06-07T07:59:42Z,52.895555555555504,-1.88222222222222,185
BAW551,GEUXI,LIRF,EGLL,2018-06-07T08:14:00Z,2018-06-07T08:21:00Z,2018-06-07T08:50:00Z,IFR,A321,MJ,09L,517,ARR,219062676,2018-06-07T07:56:10Z,51.090555555555504,0.40416666666666706,154,2018-06-07T07:46:33Z,50.35027777777779,1.48416666666667,311
BAW76,GZBKM,FNLU,EGLL,2018-06-09T07:50:00Z,2018-06-09T08:00:00Z,2018-06-09T08:10:00Z,IFR,B789,H,09L,535,ARR,219125935,2018-06-09T07:25:03Z,51.0680555555556,0.3763888888888891,158,2018-06-09T07:15:01Z,50.384444444444384,1.53083333333333,320
BAW831U,GEUUM,EIDW,EGLL,2018-06-09T07:42:00Z,2018-06-09T07:54:00Z,2018-06-09T08:10:00Z,IFR,A320,MJ,09L,523,ARR,219132020,2018-06-09T07:19:13Z,51.8722222222222,-1.32861111111111,126,2018-06-09T07:08:13Z,52.731944444444395,-2.24083333333333,290
FIN3ML,OHLWI,EFHK,EGLL,2018-06-09T08:05:00Z,2018-06-09T08:17:00Z,2018-06-09T08:10:00Z,IFR,A359,H,09L,307,ARR,219129363,2018-06-09T07:39:01Z,51.6780555555556,0.563333333333333,142,2018-06-09T07:29:10Z,51.8608333333333,2.15472222222222,313
BAW51B,GVIIB,KBOS,EGLL,2018-06-09T08:00:00Z,2018-06-09T08:07:00Z,2018-06-09T08:10:00Z,IFR,B772,H,09L,558,ARR,219126715,2018-06-09T07:33:55Z,51.3752777777778,-1.51555555555556,143,2018-06-09T07:23:22Z,51.556666666666686,-3.12888888888889,286
BAW94,GZBKH,CYUL,EGLL,2018-06-09T08:18:00Z,2018-06-09T08:27:00Z,2018-06-09T08:10:00Z,IFR,B789,H,09L,554,ARR,219126687,2018-06-09T07:48:31Z,51.3675,-1.5144444444444398,140,2018-06-09T07:38:13Z,51.521111111111104,-3.13166666666667,277
VIR10K,GVRED,KJFK,EGLL,2018-06-09T07:55:00Z,2018-06-09T08:00:00Z,2018-06-09T08:15:00Z,IFR,A346,H,09R,582,ARR,219126507,2018-06-09T07:29:07Z,51.3661111111111,-1.51277777777778,135,2018-06-09T07:17:59Z,51.618888888888904,-3.12194444444444,250
BAW699W,GEUUS,LOWW,EGLL,2018-06-09T07:56:00Z,2018-06-09T08:04:00Z,2018-06-09T08:15:00Z,IFR,A320,MJ,09L,303L,ARR,219130717,2018-06-09T07:29:24Z,51.68,0.5630555555555551,144,2018-06-09T07:18:44Z,51.7838888888889,2.18083333333333,281
BAW761,GEUOA,ENGM,EGLL,2018-06-09T08:02:00Z,2018-06-09T08:11:00Z,2018-06-09T08:15:00Z,IFR,A319,MJ,09L,527,ARR,219130821,2018-06-09T07:36:06Z,51.67944444444439,0.5619444444444441,126,2018-06-09T07:24:31Z,52.029722222222205,2.07527777777778,276
BAW599,GEUYN,LIPZ,EGLL,2018-06-09T08:04:00Z,2018-06-09T08:11:00Z,2018-06-09T08:15:00Z,IFR,A320,MJ,09L,520,ARR,219130960,2018-06-09T07:38:49Z,51.04916666666669,0.3513888888888891,147,2018-06-09T07:28:49Z,50.385,1.53138888888889,306
SHT7J,GEUYY,EGPF,EGLL,2018-06-09T08:03:00Z,2018-06-09T08:10:00Z,2018-06-09T08:15:00Z,IFR,A320,MJ,09L,502,ARR,219132396,2018-06-09T07:33:43Z,52.036111111111104,-1.05083333333333,154,2018-06-09T07:23:17Z,52.9005555555555,-1.87472222222222,327
BAW16H,GEUUV,LHBP,EGLL,2018-06-09T08:11:00Z,2018-06-09T08:22:00Z,2018-06-09T08:20:00Z,IFR,A320,MJ,09L,303R,ARR,219130538,2018-06-09T07:42:53Z,51.6858333333333,0.560555555555555,139,2018-06-09T07:31:44Z,51.786111111111104,2.18083333333333,296
SAS803,LNRPK,ENGM,EGLL,2018-06-09T09:27:00Z,2018-06-09T09:34:00Z,2018-06-09T08:20:00Z,IFR,B737,MJ,09L,220,ARR,219133233,2018-06-09T08:58:54Z,51.6797222222222,0.5641666666666669,133,2018-06-09T08:46:58Z,51.93638888888891,2.12388888888889,287
UAL16,N69059,KEWR,EGLL,2018-06-09T10:17:00Z,2018-06-09T10:21:00Z,2018-06-09T08:20:00Z,IFR,B764,H,09L,243,ARR,219127269,2018-06-09T09:59:32Z,51.3655555555556,-1.51222222222222,140,2018-06-09T09:50:23Z,51.587777777777795,-3.12555555555556,263
LOT281,SPLVB,EPWA,EGLL,2018-06-09T08:09:00Z,2018-06-09T08:25:00Z,2018-06-09T08:25:00Z,IFR,B38M,MJ,09L,216,ARR,219130429,2018-06-09T07:40:45Z,51.642500000000005,0.58,141,2018-06-09T07:30:18Z,51.705000000000005,2.19722222222222,316
AAL38,N731AN,KMIA,EGLL,2018-06-09T08:36:00Z,2018-06-09T08:45:00Z,2018-06-09T08:25:00Z,IFR,B77W,H,09L,332,ARR,219126049,2018-06-09T08:15:19Z,50.9308333333333,-1.0672222222222199,138,2018-06-09T08:03:21Z,50.6377777777778,-2.7372222222222202,295
AFL2580,VQBED,UUEE,EGLL,2018-06-09T08:15:00Z,2018-06-09T08:26:00Z,2018-06-09T08:30:00Z,IFR,A321,MJ,09L,420,ARR,219128328,2018-06-09T07:53:48Z,51.6838888888889,0.56,136,2018-06-09T07:43:53Z,51.8222222222222,2.1683333333333303,331
SHT19N,GEUOH,EGPD,EGLL,2018-06-09T08:10:00Z,2018-06-09T08:18:00Z,2018-06-09T08:30:00Z,IFR,A319,MJ,09L,506,ARR,219132535,2018-06-09T07:43:25Z,52.0505555555555,-1.01055555555556,155,2018-06-09T07:33:07Z,52.8608333333333,-1.97277777777778,326
BAW43LQ,GEUXD,LIPE,EGLL,2018-06-09T08:39:00Z,2018-06-09T08:48:00Z,2018-06-09T08:30:00Z,IFR,A321,MJ,09L,522,ARR,219131997,2018-06-09T08:14:01Z,51.04666666666669,0.3488888888888891,150,2018-06-09T08:04:04Z,50.4005555555555,1.55277777777778,303
BAW377,GEUYB,LFBO,EGLL,2018-06-09T08:14:00Z,2018-06-09T08:26:00Z,2018-06-09T08:30:00Z,IFR,A320,MJ,09L,517,ARR,219131966,2018-06-09T07:47:55Z,50.92166666666669,-1.04388888888889,146,2018-06-09T07:38:20Z,50.00666666666669,-1.6941666666666702,311
BAW188,GYMMH,KEWR,EGLL,2018-06-09T08:21:00Z,2018-06-09T08:27:00Z,2018-06-09T08:30:00Z,IFR,B772,H,09L,561,ARR,219126677,2018-06-09T07:57:21Z,51.366388888888906,-1.5147222222222199,152,2018-06-09T07:47:02Z,51.59,-3.127777777777781,274
BAW22C,GZBJC,KBWI,EGLL,2018-06-09T08:16:00Z,2018-06-09T08:27:00Z,2018-06-09T08:35:00Z,IFR,B788,H,09L,539,ARR,219126607,2018-06-09T07:44:37Z,51.3305555555555,-1.5025,140,2018-06-09T07:33:44Z,51.578333333333305,-3.1275000000000004,269
BAW14K,GCIVX,KJFK,EGLL,2018-06-09T08:51:00Z,2018-06-09T09:10:00Z,2018-06-09T08:35:00Z,IFR,B744,H,09L,545,ARR,219126657,2018-06-09T08:22:36Z,51.3658333333333,-1.5133333333333299,141,2018-06-09T08:11:52Z,51.68194444444439,-3.11305555555556,288
BAW771C,GEUPZ,ESSA,EGLL,2018-06-09T08:12:00Z,2018-06-09T08:22:00Z,2018-06-09T08:35:00Z,IFR,A319,MJ,09L,508,ARR,219130900,2018-06-09T07:46:43Z,51.680277777777796,0.562777777777778,130,2018-06-09T07:35:26Z,51.785555555555504,2.18166666666667,288
ACA860,CFSJH,CYHZ,EGLL,2018-06-09T08:31:00Z,2018-06-09T08:39:00Z,2018-06-09T08:35:00Z,IFR,B38M,MJ,09L,217,ARR,219127164,2018-06-09T08:06:39Z,51.3661111111111,-1.5119444444444397,140,2018-06-09T07:55:53Z,51.5880555555555,-3.1247222222222204,259
SAS52H,EISIC,ESSA,EGLL,2018-06-09T08:26:00Z,2018-06-09T08:35:00Z,2018-06-09T08:35:00Z,IFR,A320,MJ,09L,224,ARR,219130977,2018-06-09T08:01:34Z,51.6797222222222,0.562777777777778,137,2018-06-09T07:51:44Z,51.8088888888889,2.1725,305
DLH902,DAIZY,EDDF,EGLL,2018-06-09T08:38:00Z,2018-06-09T08:44:00Z,2018-06-09T08:40:00Z,IFR,A320,MJ,09L,225,ARR,219132794,2018-06-09T08:11:59Z,51.67944444444439,0.5638888888888891,136,2018-06-09T08:00:31Z,51.6127777777778,2.21638888888889,277
UAL27,N28912,KDEN,EGLL,2018-06-09T08:34:00Z,2018-06-09T08:39:00Z,2018-06-09T08:40:00Z,IFR,B788,H,09L,232,ARR,219126047,2018-06-09T08:11:36Z,51.9797222222222,-1.1713888888888901,152,2018-06-09T08:01:09Z,52.76444444444439,-2.1847222222222205,310
VIR12E,GVNAP,KBOS,EGLL,2018-06-09T08:19:00Z,2018-06-09T08:26:00Z,2018-06-09T08:40:00Z,IFR,A346,H,09L,321,ARR,219126860,2018-06-09T07:51:54Z,51.3655555555556,-1.51111111111111,140,2018-06-09T07:41:04Z,51.587222222222195,-3.1236111111111104,269
DLH9MJ,DAILA,EDDM,EGLL,2018-06-09T08:30:00Z,2018-06-09T08:49:00Z,2018-06-09T08:45:00Z,IFR,A319,MJ,09L,219,ARR,219132193,2018-06-09T08:07:28Z,51.680277777777796,0.5630555555555551,121,2018-06-09T07:57:35Z,51.616388888888906,2.2147222222222203,297
AMC100A,9HAEN,LMML,EGLL,2018-06-09T08:54:00Z,2018-06-09T09:10:00Z,2018-06-09T08:45:00Z,IFR,A320,MJ,09L,415,ARR,219130847,2018-06-09T08:32:25Z,51.091111111111104,0.40527777777777807,146,2018-06-09T08:23:26Z,50.3330555555555,1.4591666666666698,324
BAW551,GEUYK,LIRF,EGLL,2018-06-09T08:28:00Z,2018-06-09T08:38:00Z,2018-06-09T08:50:00Z,IFR,A320,MJ,09L,519,ARR,219131221,2018-06-09T08:04:43Z,51.0580555555555,0.366944444444444,147,2018-06-09T07:54:47Z,50.383611111111094,1.53361111111111,312
IBE3162,ECKMD,LEMD,EGLL,2018-06-09T08:27:00Z,2018-06-09T08:37:00Z,2018-06-09T08:50:00Z,IFR,A319,MJ,09L,521,ARR,219131798,2018-06-09T08:03:31Z,50.930277777777796,-1.0675,139,2018-06-09T07:54:17Z,50.00194444444439,-1.6827777777777801,307
THY1979,TCLKA,LTBA,EGLL,2018-06-09T08:33:00Z,2018-06-09T08:38:00Z,2018-06-09T08:50:00Z,IFR,B77W,H,09L,248,ARR,219128956,2018-06-09T08:09:30Z,51.679166666666696,0.5608333333333331,137,2018-06-09T07:59:04Z,51.6847222222222,2.20194444444444,306
