FLTID,REG,ADEP,ADES,ALDT,AIBT,SIBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
KLM1009,PHBXT,EHAM,EGLL,2018-06-05T09:48:00Z,2018-06-05T09:56:00Z,2018-06-05T09:45:00Z,IFR,B739,MJ,09L,408,ARR,219000243,2018-06-05T09:27:02Z,51.678888888888906,0.563333333333333,136,2018-06-05T09:17:24Z,51.7822222222222,2.1802777777777806,240
BAW42Y,GEUUN,LFLL,EGLL,2018-06-05T09:32:00Z,2018-06-05T10:05:00Z,2018-06-05T09:45:00Z,IFR,A320,MJ,09L,309,ARR,218999723,2018-06-05T09:11:45Z,51.069722222222204,0.37861111111111095,131,2018-06-05T09:02:06Z,50.31722222222219,1.4324999999999999,287
DAL402,N855NW,KJFK,EGLL,2018-06-05T10:13:00Z,2018-06-05T10:28:00Z,2018-06-05T09:50:00Z,IFR,A332,H,09L,325,ARR,218991628,2018-06-05T09:46:35Z,51.373055555555595,-1.5158333333333298,145,2018-06-05T09:35:25Z,51.5888888888889,-3.1261111111111104,276
SAS4629,LNRRF,ENZV,EGLL,2018-06-05T09:28:00Z,2018-06-05T09:38:00Z,2018-06-05T09:50:00Z,IFR,B738,MJ,09L,225,ARR,218999413,2018-06-05T09:05:02Z,51.68,0.5619444444444441,116,2018-06-05T08:54:52Z,51.84916666666669,2.15666666666667,287
SHT7Y,GEUOD,EGPF,EGLL,2018-06-05T09:44:00Z,2018-06-05T09:50:00Z,2018-06-05T09:50:00Z,IFR,A319,MJ,09L,503,ARR,219000246,2018-06-05T09:16:45Z,51.9411111111111,-1.2333333333333298,155,2018-06-05T09:05:55Z,52.70666666666669,-2.2855555555555602,310
SHT9F,GEUUD,EGPH,EGLL,2018-06-05T09:30:00Z,2018-06-05T09:36:00Z,2018-06-05T09:50:00Z,IFR,A320,MJ,09L,507,ARR,219000390,2018-06-05T09:08:03Z,52.0358333333333,-1.05027777777778,140,2018-06-05T08:57:03Z,52.837777777777795,-2.02638888888889,308
BAW675,GEUYJ,LTBA,EGLL,2018-06-05T09:41:00Z,2018-06-05T09:49:00Z,2018-06-05T10:00:00Z,IFR,A320,MJ,09L,509,ARR,218995591,2018-06-05T09:19:21Z,51.664166666666695,0.570277777777778,130,2018-06-05T09:08:27Z,51.785000000000004,2.1791666666666702,268
SHT3R,GEUYM,EGCC,EGLL,2018-06-05T10:36:00Z,2018-06-05T10:42:00Z,2018-06-05T10:00:00Z,IFR,A320,MJ,09L,502,ARR,219002625,2018-06-05T10:01:51Z,52.0372222222222,-1.0480555555555602,150,2018-06-05T09:50:27Z,52.8611111111111,-1.9725,181
BAW725,GEUPL,LSGG,EGLL,2018-06-05T09:46:00Z,2018-06-05T09:54:00Z,2018-06-05T10:00:00Z,IFR,A319,MJ,09L,519,ARR,219000180,2018-06-05T09:22:15Z,51.090555555555504,0.40444444444444405,161,2018-06-05T09:12:42Z,50.3680555555556,1.50888888888889,312
BAW307,GEUUH,LFPG,EGLL,2018-06-05T09:42:00Z,2018-06-05T09:49:00Z,2018-06-05T10:00:00Z,IFR,A320,MJ,09L,518,ARR,219001025,2018-06-05T09:17:57Z,51.09138888888891,0.403333333333333,150,2018-06-05T09:07:58Z,50.344722222222195,1.47416666666667,240
BAW71F,GCIVY,KSFO,EGLL,2018-06-05T10:40:00Z,2018-06-05T10:49:00Z,2018-06-05T10:00:00Z,IFR,B744,H,09L,546,ARR,218990550,2018-06-05T10:13:38Z,51.9358333333333,-1.2433333333333298,167,2018-06-05T10:03:07Z,52.7219444444444,-2.2613888888888902,334
BAW18A,GCIVZ,KJFK,EGLL,2018-06-05T09:51:00Z,2018-06-05T09:59:00Z,2018-06-05T10:05:00Z,IFR,B744,H,09L,555,ARR,218991751,2018-06-05T09:27:27Z,51.3686111111111,-1.51388888888889,139,2018-06-05T09:16:02Z,51.5705555555556,-3.1272222222222203,266
BAW9175,GVIIE,EGKK,EGLL,2018-06-05T10:54:00Z,2018-06-05T10:59:00Z,2018-06-05T10:05:00Z,IFR,B772,H,09L,572,ARR,219002998,NA,NA,NA,NA,NA,NA,NA,NA
DAL32,N857NW,KATL,EGLL,2018-06-05T10:02:00Z,2018-06-05T10:09:00Z,2018-06-05T10:05:00Z,IFR,A332,H,09L,321,ARR,218991235,2018-06-05T09:39:51Z,51.385,-1.51833333333333,143,2018-06-05T09:28:37Z,51.58916666666669,-3.12694444444444,257
AAL732,N276AY,KCLT,EGLL,2018-06-05T09:39:00Z,2018-06-05T09:45:00Z,2018-06-05T10:05:00Z,IFR,A333,H,09L,330,ARR,218991257,2018-06-05T09:17:27Z,51.3658333333333,-1.51388888888889,137,2018-06-05T09:06:17Z,51.5880555555555,-3.12666666666667,263
ACA858,CFITL,CYYZ,EGLL,2018-06-05T10:00:00Z,2018-06-05T10:08:00Z,2018-06-05T10:05:00Z,IFR,B77W,H,09L,239,ARR,218991826,2018-06-05T09:32:24Z,51.357499999999995,-1.5094444444444397,128,2018-06-05T09:20:54Z,51.523333333333305,-3.12805555555556,263
DAL36,N178DN,KPDX,EGLL,2018-06-05T09:38:00Z,2018-06-05T09:47:00Z,2018-06-05T10:10:00Z,IFR,B763,H,09L,329,ARR,218990678,2018-06-05T09:15:09Z,51.99666666666669,-1.1386111111111101,157,2018-06-05T09:04:24Z,52.78194444444439,-2.14944444444444,331
EIN158,EIGAM,EIDW,EGLL,2018-06-05T09:58:00Z,2018-06-05T10:06:00Z,2018-06-05T10:10:00Z,IFR,A320,MJ,09L,221L,ARR,219001141,2018-06-05T09:36:09Z,51.9905555555556,-1.1480555555555603,156,2018-06-05T09:25:33Z,52.81916666666669,-2.06666666666667,323
SHT19U,GEUPW,EGPD,EGLL,2018-06-05T09:47:00Z,2018-06-05T09:52:00Z,2018-06-05T10:10:00Z,IFR,A319,MJ,09L,506,ARR,219000617,2018-06-05T09:22:39Z,51.9911111111111,-1.1475,151,2018-06-05T09:12:00Z,52.81444444444438,-2.07833333333333,326
BAW79V,GCIVA,KLAS,EGLL,2018-06-05T10:19:00Z,2018-06-05T10:23:00Z,2018-06-05T10:10:00Z,IFR,B744,H,09L,357,ARR,218990694,2018-06-05T09:53:13Z,51.859444444444385,-1.34277777777778,153,2018-06-05T09:41:38Z,52.6722222222222,-2.34805555555556,306
BAW166,GYMMF,LLBG,EGLL,2018-06-05T10:04:00Z,2018-06-05T10:11:00Z,2018-06-05T10:10:00Z,IFR,B772,H,09L,561,ARR,218993567,2018-06-05T09:36:57Z,51.0861111111111,0.40138888888888913,162,2018-06-05T09:27:17Z,50.3905555555556,1.54305555555556,328
AEE6AV,SXDGA,LGAV,EGLL,2018-06-05T09:57:00Z,2018-06-05T10:06:00Z,2018-06-05T10:15:00Z,IFR,A321,MJ,09L,216,ARR,218996507,2018-06-05T09:37:33Z,51.66666666666669,0.570555555555555,130,2018-06-05T09:27:19Z,51.6977777777778,2.2025,291
MEA201,ODMED,OLBA,EGLL,2018-06-05T10:11:00Z,2018-06-05T10:21:00Z,2018-06-05T10:15:00Z,IFR,A332,H,09L,307,ARR,218994507,2018-06-05T09:47:45Z,51.090555555555504,0.40388888888888913,150,2018-06-05T09:38:23Z,50.3861111111111,1.53388888888889,344
UAL938,N641UA,KORD,EGLL,2018-06-05T10:23:00Z,2018-06-05T10:40:00Z,2018-06-05T10:20:00Z,IFR,B763,H,09L,247,ARR,218991424,2018-06-05T09:56:14Z,51.3427777777778,-1.50666666666667,140,2018-06-05T09:43:45Z,51.553055555555595,-3.127777777777781,230
BAW711,GEUPV,LSZH,EGLL,2018-06-05T09:54:00Z,2018-06-05T10:01:00Z,2018-06-05T10:20:00Z,IFR,A319,MJ,09L,515,ARR,219000656,2018-06-05T09:31:14Z,51.0902777777778,0.40472222222222204,179,2018-06-05T09:20:50Z,50.384444444444384,1.53277777777778,330
BAW148,GMEDJ,OLBA,EGLL,2018-06-05T10:35:00Z,2018-06-05T10:47:00Z,2018-06-05T10:20:00Z,IFR,A321,MJ,09L,525,ARR,218993609,2018-06-05T10:07:09Z,51.6797222222222,0.5619444444444441,147,2018-06-05T09:56:29Z,51.7133333333333,2.19805555555556,296
BAW965,GEUPG,EDDH,EGLL,2018-06-05T10:06:00Z,2018-06-05T10:14:00Z,2018-06-05T10:25:00Z,IFR,A319,MJ,09L,521,ARR,219001005,2018-06-05T09:39:41Z,51.6691666666667,0.5691666666666669,136,2018-06-05T09:28:46Z,51.7052777777778,2.19972222222222,288
BAW937,GEUPH,EDDL,EGLL,2018-06-05T09:53:00Z,2018-06-05T10:02:00Z,2018-06-05T10:25:00Z,IFR,A319,MJ,09L,511,ARR,219001489,2018-06-05T09:29:40Z,51.67666666666669,0.5630555555555551,128,2018-06-05T09:19:19Z,51.782500000000006,2.1802777777777806,278
SWR34E,HBIPT,LSZH,EGLL,2018-06-05T10:09:00Z,2018-06-05T10:16:00Z,2018-06-05T10:25:00Z,IFR,A319,MJ,09L,217,ARR,219000926,2018-06-05T09:45:21Z,51.090555555555504,0.405555555555556,155,2018-06-05T09:35:49Z,50.383611111111094,1.5333333333333299,319
BAW23T,GVIIA,KATL,EGLL,2018-06-05T10:07:00Z,2018-06-05T10:15:00Z,2018-06-05T10:25:00Z,IFR,B772,H,09L,553,ARR,218991421,2018-06-05T09:49:06Z,51.6027777777778,-1.5144444444444398,137,2018-06-05T09:37:37Z,51.5886111111111,-3.1336111111111102,261
EWG6GC,DABQF,EDDL,EGLL,2018-06-05T11:28:00Z,2018-06-05T11:45:00Z,2018-06-05T10:30:00Z,IFR,DH8D,MT,09L,219,ARR,219001616,2018-06-05T11:02:48Z,51.679166666666696,0.5636111111111111,159,2018-06-05T10:51:51Z,51.6175,2.2152777777777803,240
AIC131,VTANJ,VABB,EGLL,2018-06-05T10:59:00Z,2018-06-05T11:07:00Z,2018-06-05T10:30:00Z,IFR,B788,H,09L,242,ARR,218990943,2018-06-05T10:25:39Z,51.63833333333331,0.5822222222222219,170,2018-06-05T10:14:28Z,51.56944444444439,2.21888888888889,307
SHT9Z,GBNWB,EGPH,EGLL,2018-06-05T10:18:00Z,2018-06-05T10:27:00Z,2018-06-05T10:30:00Z,IFR,B763,H,09L,505,ARR,219001605,2018-06-05T09:51:39Z,51.968333333333305,-1.1902777777777802,152,2018-06-05T09:41:18Z,52.782500000000006,-2.145,328
BAW393B,GEUUK,EBBR,EGLL,2018-06-05T10:45:00Z,2018-06-05T10:50:00Z,2018-06-05T10:35:00Z,IFR,A320,MJ,09L,517,ARR,219002511,2018-06-05T10:16:56Z,51.6780555555556,0.564722222222222,135,2018-06-05T10:05:23Z,51.6133333333333,2.21638888888889,240
UAL5,N78005,KIAH,EGLL,2018-06-05T10:24:00Z,2018-06-05T10:28:00Z,2018-06-05T10:35:00Z,IFR,B772,H,09L,249,ARR,218991043,2018-06-05T09:59:29Z,51.36694444444439,-1.51388888888889,140,2018-06-05T09:48:34Z,51.49166666666669,-3.13166666666667,270
BAW473,GEUYU,LEBL,EGLL,2018-06-05T10:22:00Z,2018-06-05T10:30:00Z,2018-06-05T10:35:00Z,IFR,A320,MJ,09L,311,ARR,219000153,2018-06-05T09:54:32Z,50.923888888888904,-1.05027777777778,147,2018-06-05T09:45:05Z,50.002500000000005,-1.6825,300
BAW17V,GCIVK,KDEN,EGLL,2018-06-05T10:32:00Z,2018-06-05T10:37:00Z,2018-06-05T10:35:00Z,IFR,B744,H,09L,331,ARR,218991144,2018-06-05T10:01:09Z,51.36416666666669,-1.5147222222222199,140,2018-06-05T09:49:51Z,51.5875,-3.1283333333333303,273
BAW949L,GEUUB,EDDM,EGLL,2018-06-05T10:17:00Z,2018-06-05T10:22:00Z,2018-06-05T10:40:00Z,IFR,A320,MJ,09L,508,ARR,219001023,2018-06-05T09:52:35Z,51.64444444444439,0.5780555555555551,130,2018-06-05T09:42:03Z,51.57638888888891,2.2161111111111103,297
BAW196E,GYMMO,KIAH,EGLL,2018-06-05T10:33:00Z,2018-06-05T10:40:00Z,2018-06-05T10:40:00Z,IFR,B772,H,09L,547,ARR,218991048,2018-06-05T10:03:09Z,51.3658333333333,-1.5144444444444398,141,2018-06-05T09:51:51Z,51.591111111111104,-3.1272222222222203,267
IRA711,EPIJB,OIIE,EGLL,2018-06-05T10:28:00Z,2018-06-05T10:42:00Z,2018-06-05T10:45:00Z,IFR,A332,H,09L,326,ARR,218993215,2018-06-05T10:01:09Z,51.6797222222222,0.5630555555555551,156,2018-06-05T09:50:55Z,51.62444444444439,2.215,293
ICE450,TFISO,BIKF,EGLL,2018-06-05T12:02:00Z,2018-06-05T12:15:00Z,2018-06-05T10:45:00Z,IFR,B763,H,09L,238,ARR,219000836,2018-06-05T11:34:39Z,52.0061111111111,-1.11583333333333,159,2018-06-05T11:24:00Z,52.7902777777778,-2.13083333333333,328
ANZ2,ZKOKP,KLAX,EGLL,2018-06-05T10:49:00Z,2018-06-05T10:53:00Z,2018-06-05T10:45:00Z,IFR,B77W,H,09L,231,ARR,218990713,2018-06-05T10:23:52Z,52.002500000000005,-1.12583333333333,156,2018-06-05T10:13:08Z,52.80416666666669,-2.1025,321
AUA453X,OELBK,LOWW,EGLL,2018-06-05T10:42:00Z,2018-06-05T10:48:00Z,2018-06-05T10:50:00Z,IFR,A320,MJ,09R,220,ARR,219000530,2018-06-05T10:13:03Z,51.5969444444444,0.595555555555556,140,2018-06-05T10:02:16Z,51.6472222222222,2.20638888888889,306
ACA854,CFVLQ,CYVR,EGLL,2018-06-05T10:37:00Z,2018-06-05T10:45:00Z,2018-06-05T10:50:00Z,IFR,B789,H,09L,243,ARR,218991132,2018-06-05T10:08:33Z,51.9338888888889,-1.2480555555555601,157,2018-06-05T09:57:36Z,52.818055555555596,-2.0702777777777803,311
BAW36,GZBJB,VOMM,EGLL,2018-06-05T10:10:00Z,2018-06-05T10:19:00Z,2018-06-05T10:50:00Z,IFR,B788,H,09L,545,ARR,218990658,2018-06-05T09:49:33Z,51.67944444444439,0.562777777777778,145,2018-06-05T09:38:40Z,51.785555555555504,2.1805555555555602,255
BAW431,GEUOA,EHAM,EGLL,2018-06-05T11:14:00Z,2018-06-05T11:20:00Z,2018-06-05T10:55:00Z,IFR,A319,MJ,09L,522,ARR,219002986,2018-06-05T10:44:31Z,51.6780555555556,0.565555555555555,150,2018-06-05T10:35:08Z,51.837222222222195,2.16583333333333,250
BAW813,GEUXE,EKCH,EGLL,2018-06-05T10:48:00Z,2018-06-05T10:58:00Z,2018-06-05T11:00:00Z,IFR,A321,MJ,09L,524,ARR,219001598,2018-06-05T10:20:57Z,51.680277777777796,0.562777777777778,139,2018-06-05T10:10:16Z,51.7836111111111,2.18,294
BAW903U,GBNWZ,EDDF,EGLL,2018-06-05T10:53:00Z,2018-06-05T10:59:00Z,2018-06-05T11:00:00Z,IFR,B763,H,09L,518,ARR,219002123,2018-06-05T10:23:38Z,51.5930555555556,0.598055555555555,150,2018-06-05T10:13:04Z,51.495555555555505,2.22083333333333,307
BAW977,GEUPU,EDDV,EGLL,2018-06-05T10:39:00Z,2018-06-05T10:46:00Z,2018-06-05T11:00:00Z,IFR,A319,MJ,09L,501,ARR,219002496,2018-06-05T10:12:27Z,51.68194444444439,0.562222222222222,131,2018-06-05T10:01:46Z,51.7852777777778,2.18,300
QTR007,A7ALY,OTHH,EGLL,2018-06-05T10:21:00Z,2018-06-05T10:26:00Z,2018-06-05T11:00:00Z,IFR,A359,H,09R,405,ARR,218992054,2018-06-05T09:55:27Z,51.6797222222222,0.561388888888889,124,2018-06-05T09:44:21Z,51.745000000000005,2.18888888888889,278
BAW16MT,GEUYP,LFML,EGLL,2018-06-05T10:46:00Z,2018-06-05T10:55:00Z,2018-06-05T11:00:00Z,IFR,A320,MJ,09L,309,ARR,219001600,2018-06-05T10:19:21Z,51.0908333333333,0.403611111111111,151,2018-06-05T10:09:24Z,50.368888888888904,1.50833333333333,307
BAW252M,GYMMA,MYNN,EGLL,2018-06-05T10:30:00Z,2018-06-05T10:39:00Z,2018-06-05T11:00:00Z,IFR,B772,H,09L,551,ARR,218991477,2018-06-05T10:18:59Z,51.4563888888889,-1.53027777777778,135,2018-06-05T10:09:51Z,51.5702777777778,-3.13138888888889,338
BAW7LX,GEUUF,ELLX,EGLL,2018-06-05T10:43:00Z,2018-06-05T10:50:00Z,2018-06-05T11:05:00Z,IFR,A320,MJ,09L,301,ARR,219002900,2018-06-05T10:15:03Z,51.09138888888891,0.403611111111111,148,2018-06-05T10:05:38Z,50.384444444444384,1.5319444444444397,308
VIR20V,GVBEL,KSFO,EGLL,2018-06-05T11:26:00Z,2018-06-05T11:46:00Z,2018-06-05T11:05:00Z,IFR,B789,H,09L,319,ARR,218990882,2018-06-05T11:04:21Z,51.9780555555555,-1.1702777777777802,154,2018-06-05T10:53:31Z,52.745555555555505,-2.2169444444444397,334
AAL98,N802AN,KORD,EGLL,2018-06-05T11:47:00Z,2018-06-05T11:59:00Z,2018-06-05T11:05:00Z,IFR,B788,H,09L,332,ARR,218993058,2018-06-05T11:26:21Z,51.3738888888889,-1.51416666666667,140,2018-06-05T11:16:57Z,51.58916666666669,-3.12444444444444,292
AFL2578,VQBEL,UUEE,EGLL,2018-06-05T10:55:00Z,2018-06-05T11:01:00Z,2018-06-05T11:05:00Z,IFR,A333,H,09R,412,ARR,218997866,2018-06-05T10:24:45Z,51.6808333333333,0.561388888888889,160,2018-06-05T10:13:58Z,51.7880555555556,2.17805555555556,287
SHT7C,GMEDM,EGPF,EGLL,2018-06-05T11:00:00Z,2018-06-05T11:06:00Z,2018-06-05T11:05:00Z,IFR,A321,MJ,09L,503,ARR,219002948,2018-06-05T10:30:59Z,51.977777777777796,-1.1761111111111102,152,2018-06-05T10:20:18Z,52.7772222222222,-2.1594444444444396,332
BAW5LG,GEUYV,EKBI,EGLL,2018-06-05T10:47:00Z,2018-06-05T10:52:00Z,2018-06-05T11:10:00Z,IFR,A320,MJ,09L,513,ARR,219002239,2018-06-05T10:18:27Z,51.68,0.562777777777778,139,2018-06-05T10:07:52Z,51.7838888888889,2.1811111111111106,290
BAW991,GEUXK,EDDT,EGLL,2018-06-05T10:51:00Z,2018-06-05T10:58:00Z,2018-06-05T11:10:00Z,IFR,A321,MJ,09L,520,ARR,219002186,2018-06-05T10:23:26Z,51.6880555555556,0.556388888888889,141,2018-06-05T10:12:46Z,51.7836111111111,2.1791666666666702,297
BAW3HK,GEUPD,EDDS,EGLL,2018-06-05T11:07:00Z,2018-06-05T11:13:00Z,2018-06-05T11:10:00Z,IFR,A319,MJ,09L,527,ARR,219002464,2018-06-05T10:32:23Z,51.6447222222222,0.581944444444444,170,2018-06-05T10:21:24Z,51.5736111111111,2.2225,318
BAW154,GZBJA,HECA,EGLL,2018-06-05T10:57:00Z,2018-06-05T11:06:00Z,2018-06-05T11:10:00Z,IFR,B788,H,09L,537,ARR,218995938,2018-06-05T10:23:44Z,51.09166666666669,0.40388888888888913,158,2018-06-05T10:15:06Z,50.398333333333305,1.5505555555555601,296
BAW42DB,GEUPY,EIDW,EGLL,2018-06-05T10:56:00Z,2018-06-05T11:04:00Z,2018-06-05T11:15:00Z,IFR,A319,MJ,09L,523,ARR,219003195,2018-06-05T10:28:29Z,51.9252777777778,-1.25861111111111,144,2018-06-05T10:17:21Z,52.771111111111104,-2.1683333333333303,270
BAW4DP,GEUOC,LFBO,EGLL,2018-06-05T11:05:00Z,2018-06-05T11:18:00Z,2018-06-05T11:15:00Z,IFR,A319,MJ,09L,509,ARR,219002328,2018-06-05T10:33:33Z,50.931388888888904,-1.0669444444444398,135,2018-06-05T10:23:21Z,49.9975,-1.6627777777777801,312
AZA58Y,IBIXK,LIRF,EGLL,2018-06-05T11:06:00Z,2018-06-05T11:15:00Z,2018-06-05T11:15:00Z,IFR,A321,MJ,09L,420,ARR,219000610,2018-06-05T10:33:21Z,51.091111111111104,0.403333333333333,160,2018-06-05T10:24:03Z,50.345277777777795,1.4744444444444398,339
BAW457,GBZHA,LEMD,EGLL,2018-06-05T11:02:00Z,2018-06-05T11:09:00Z,2018-06-05T11:15:00Z,IFR,B763,H,09L,552,ARR,219001640,2018-06-05T10:32:03Z,50.931388888888904,-1.0705555555555601,128,2018-06-05T10:21:32Z,49.9883333333333,-1.6419444444444398,290
UAL923,N35953,KLAX,EGLL,2018-06-05T11:08:00Z,2018-06-05T11:13:00Z,2018-06-05T11:20:00Z,IFR,B789,H,09L,246,ARR,218990868,2018-06-05T10:46:27Z,51.9888888888889,-1.1530555555555602,157,2018-06-05T10:35:45Z,52.8161111111111,-2.0769444444444396,308
UAE6VH,A6EED,OMDB,EGLL,2018-06-05T11:10:00Z,2018-06-05T11:15:00Z,2018-06-05T11:25:00Z,IFR,A388,H,09R,305,ARR,218992150,2018-06-05T10:36:09Z,51.5908333333333,0.6002777777777779,167,2018-06-05T10:25:43Z,51.699722222222206,2.1991666666666703,289
BAW309,GEUPJ,LFPG,EGLL,2018-06-05T11:11:00Z,2018-06-05T11:24:00Z,2018-06-05T11:25:00Z,IFR,A319,MJ,09L,521,ARR,219003870,2018-06-05T10:38:21Z,51.0908333333333,0.40444444444444405,149,2018-06-05T10:28:23Z,50.3211111111111,1.44,239
BAW224,GZBKC,KMSY,EGLL,2018-06-05T11:31:00Z,2018-06-05T11:42:00Z,2018-06-05T11:25:00Z,IFR,B789,H,09L,554,ARR,218991569,2018-06-05T11:08:51Z,51.99666666666669,-1.135,157,2018-06-05T10:58:15Z,52.7538888888889,-2.2027777777777806,340
BAW62NL,GEUPZ,LIML,EGLL,2018-06-05T12:14:00Z,2018-06-05T12:18:00Z,2018-06-05T11:30:00Z,IFR,A319,MJ,09L,558,ARR,219003297,2018-06-05T11:51:41Z,51.0908333333333,0.40444444444444405,152,2018-06-05T11:42:44Z,50.3797222222222,1.52555555555556,327
BAW791,GEUOE,ESGG,EGLL,2018-06-05T11:19:00Z,2018-06-05T11:26:00Z,2018-06-05T11:30:00Z,IFR,A319,MJ,09L,519,ARR,219002235,2018-06-05T10:49:00Z,51.680277777777796,0.5625,140,2018-06-05T10:37:33Z,51.8227777777778,2.16888888888889,263
ASL51G,YUAPH,LYBE,EGLL,2018-06-05T11:13:00Z,2018-06-05T11:31:00Z,2018-06-05T11:30:00Z,IFR,A320,MJ,09L,419,ARR,219000630,2018-06-05T10:41:53Z,51.68,0.562222222222222,150,2018-06-05T10:32:24Z,51.7847222222222,2.17972222222222,296
SHT21Z,GEUPB,EGNM,EGLL,2018-06-05T11:03:00Z,2018-06-05T11:10:00Z,2018-06-05T11:30:00Z,IFR,A319,MJ,09L,506,ARR,219004159,2018-06-05T10:33:33Z,52.0113888888889,-1.10361111111111,160,2018-06-05T10:22:09Z,52.8486111111111,-1.99833333333333,190
BAW855,GEUUX,LKPR,EGLL,2018-06-05T11:16:00Z,2018-06-05T11:41:00Z,2018-06-05T11:30:00Z,IFR,A320,MJ,09L,334,ARR,219002258,2018-06-05T10:46:27Z,51.63166666666669,0.585833333333333,140,2018-06-05T10:36:06Z,51.7511111111111,2.1883333333333304,277
BAW753,GEUYY,LFSB,EGLL,2018-06-05T11:58:00Z,2018-06-05T12:08:00Z,2018-06-05T11:35:00Z,IFR,A320,MJ,09L,526,ARR,219004529,2018-06-05T11:32:39Z,51.09,0.40444444444444405,183,2018-06-05T11:24:06Z,50.381111111111096,1.5294444444444397,320
BAW27G,GEUUC,LSGG,EGLL,2018-06-05T11:15:00Z,2018-06-05T11:22:00Z,2018-06-05T11:40:00Z,IFR,A320,MJ,09L,515,ARR,219003513,2018-06-05T10:55:32Z,51.0902777777778,0.403611111111111,137,2018-06-05T10:45:44Z,50.374722222222196,1.5180555555555602,316
DLH906,DAISG,EDDF,EGLL,2018-06-05T11:39:00Z,2018-06-05T11:59:00Z,2018-06-05T11:40:00Z,IFR,A321,MJ,09L,217,ARR,219003593,2018-06-05T11:19:39Z,51.68,0.5625,133,2018-06-05T11:08:50Z,51.601388888888906,2.2175000000000002,310
EIN1VR,EIDEM,EIDW,EGLL,2018-06-05T11:42:00Z,2018-06-05T11:59:00Z,2018-06-05T11:40:00Z,IFR,A320,MJ,09L,221R,ARR,219003983,2018-06-05T11:19:27Z,52.0125,-1.10333333333333,155,2018-06-05T11:08:55Z,52.79888888888891,-2.1125,320
BAW48Q,GBYGB,KSEA,EGLL,2018-06-05T11:23:00Z,2018-06-05T11:34:00Z,2018-06-05T11:40:00Z,IFR,B744,H,09L,538,ARR,218991449,2018-06-05T10:59:08Z,51.975,-1.1786111111111102,158,2018-06-05T10:48:28Z,52.730555555555505,-2.25083333333333,313
TAP366,CSTTM,LPPT,EGLL,2018-06-05T11:53:00Z,2018-06-05T12:04:00Z,2018-06-05T11:45:00Z,IFR,A319,MJ,09L,220,ARR,219002423,2018-06-05T11:30:10Z,50.9308333333333,-1.07083333333333,140,2018-06-05T11:20:44Z,50.001388888888904,-1.6841666666666701,315
AAL108,N761AJ,KLAX,EGLL,2018-06-05T11:24:00Z,2018-06-05T11:45:00Z,2018-06-05T11:45:00Z,IFR,B772,H,09L,328,ARR,218990928,2018-06-05T11:00:03Z,51.86694444444439,-1.33527777777778,172,2018-06-05T10:49:15Z,52.7072222222222,-2.2872222222222205,331
BAW37DA,GEUPC,EDDF,EGLL,2018-06-05T11:51:00Z,2018-06-05T11:59:00Z,2018-06-05T11:45:00Z,IFR,A319,MJ,09L,508,ARR,219003523,2018-06-05T11:27:51Z,51.629722222222206,0.584444444444444,140,2018-06-05T11:16:45Z,51.65,2.2091666666666705,308
SHT19M,GEUOI,EGPD,EGLL,2018-06-05T11:40:00Z,2018-06-05T11:54:00Z,2018-06-05T11:45:00Z,IFR,A319,MJ,09L,502,ARR,219003915,2018-06-05T11:17:22Z,52.0075,-1.11444444444444,148,2018-06-05T11:07:03Z,52.81916666666669,-2.0675000000000003,332
DLH9MF,DAILD,EDDM,EGLL,2018-06-05T11:34:00Z,2018-06-05T11:41:00Z,2018-06-05T11:50:00Z,IFR,A319,MJ,09L,216,ARR,219003241,2018-06-05T11:14:13Z,51.6797222222222,0.5625,141,2018-06-05T11:04:11Z,51.5969444444444,2.21666666666667,318
SAS531,EISIF,ESSA,EGLL,2018-06-05T11:49:00Z,2018-06-05T12:00:00Z,2018-06-05T11:50:00Z,IFR,A320,MJ,09L,225,ARR,219002256,2018-06-05T11:26:27Z,51.67944444444439,0.562222222222222,147,2018-06-05T11:16:08Z,51.8075,2.17194444444444,305
VIR142,GVYUM,KLAX,EGLL,2018-06-05T12:05:00Z,2018-06-05T12:15:00Z,2018-06-05T11:55:00Z,IFR,B789,H,09L,322,ARR,218991111,2018-06-05T11:41:39Z,51.98194444444439,-1.16472222222222,161,2018-06-05T11:31:09Z,52.7858333333333,-2.1377777777777807,306
BAW467,GEUUJ,LEBB,EGLL,2018-06-05T11:36:00Z,2018-06-05T11:44:00Z,2018-06-05T12:00:00Z,IFR,A320,MJ,09L,311,ARR,219003905,2018-06-05T11:16:39Z,50.9286111111111,-1.06416666666667,147,2018-06-05T11:06:39Z,50.0022222222222,-1.685,305
SWR43B,HBIJJ,LSZH,EGLL,2018-06-05T11:38:00Z,2018-06-05T11:48:00Z,2018-06-05T12:00:00Z,IFR,A320,MJ,09L,218R,ARR,219003869,2018-06-05T11:17:03Z,51.09138888888891,0.40388888888888913,154,2018-06-05T11:07:40Z,50.3927777777778,1.54277777777778,330
