icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,first,last
4ca216,1562075318,LFLL,1562081870,EIDW,EIN55N  ,745,36,8345,246,1,4,2019-07-02T13:48:38Z,2019-07-02T15:37:50Z
4ca53d,1562074920,EKCH,1562081846,EIDW,RYR8DP  ,3207,86,22129,1031,0,1,2019-07-02T13:42:00Z,2019-07-02T15:37:26Z
4ca5be,1562078132,EGLC,1562081538,EIDW,EIN28MT ,844,32,9557,284,1,4,2019-07-02T14:35:32Z,2019-07-02T15:32:18Z
4ca2ad,1562079271,EGPF,1562081292,EIDW,RYR7XQ  ,1819,144,2606,50,0,4,2019-07-02T14:54:31Z,2019-07-02T15:28:12Z
4ca6ad,1562075869,LFPG,1562081216,EIDW,AFR46MN ,1383,17,20480,711,2,2,2019-07-02T13:57:49Z,2019-07-02T15:26:56Z
4cab72,1562076272,EHEH,1562081031,EIDW,RYR9BQ  ,2637,152,9322,299,0,4,2019-07-02T14:04:32Z,2019-07-02T15:23:51Z
4cabb8,1562078780,EGCC,1562080732,EIDW,RYR3QW  ,2936,142,2447,58,0,4,2019-07-02T14:46:20Z,2019-07-02T15:18:52Z
4ca80b,1562071733,LEAL,1562080497,EIDW,RYR7AZ  ,1762,170,10003,345,0,4,2019-07-02T12:48:53Z,2019-07-02T15:14:57Z
4ca65e,1562077998,EGBB,1562080378,EIDW,RYR99TJ ,4241,502,7410,200,0,4,2019-07-02T14:33:18Z,2019-07-02T15:12:58Z
4ca1ff,1562078141,EGGD,1562080198,EIDW,RYR4UY  ,2469,199,10072,345,0,4,2019-07-02T14:35:41Z,2019-07-02T15:09:58Z
4ca645,1562072440,NA,1562079955,EIDW,RYR9176 ,NA,NA,18712,794,0,2,2019-07-02T13:00:40Z,2019-07-02T15:05:55Z
4ca214,1562077266,EGBB,1562079443,EIDW,EIN27V  ,1868,144,9179,299,0,4,2019-07-02T14:21:06Z,2019-07-02T14:57:23Z
4ca9eb,1562070331,NA,1562079207,EIDW,RYR43FZ ,NA,NA,16923,718,0,2,2019-07-02T12:25:31Z,2019-07-02T14:53:27Z
4ca893,1562064190,NA,1562079059,EIDW,RYR6090 ,NA,NA,17971,764,0,2,2019-07-02T10:43:10Z,2019-07-02T14:50:59Z
4ca810,1562070265,LPFR,1562078895,EIDW,RYR62UH ,3706,434,19042,772,0,2,2019-07-02T12:24:25Z,2019-07-02T14:48:15Z
4ca6d2,1562075286,EGHH,1562078563,EIDW,RYR22AE ,580,95,9383,307,0,4,2019-07-02T13:48:06Z,2019-07-02T14:42:43Z
4cabb9,1562074884,EGKK,1562078458,EIDW,RYR115  ,3180,403,9959,337,1,4,2019-07-02T13:41:24Z,2019-07-02T14:40:58Z
4010da,1562075205,EGLL,1562078301,EIDW,BAW830  ,858,5,9323,307,2,4,2019-07-02T13:46:45Z,2019-07-02T14:38:21Z
459c81,1562071889,EKYT,1562078202,EIDW,GDE121  ,711,10,9276,307,0,4,2019-07-02T12:51:29Z,2019-07-02T14:36:42Z
4ca215,1562074627,EGLL,1562077887,EIDW,EIN165  ,818,40,7449,200,2,4,2019-07-02T13:37:07Z,2019-07-02T14:31:27Z
4ca97c,1562068596,LEMG,1562077729,EIDW,RYR8MF  ,3306,425,9604,322,0,4,2019-07-02T11:56:36Z,2019-07-02T14:28:49Z
4bab24,1562063804,NA,1562077587,EIDW,THY9EP  ,NA,NA,9642,322,0,4,2019-07-02T10:36:44Z,2019-07-02T14:26:27Z
4ca947,1562063862,LGAV,1562077373,EIDW,EIN441  ,10516,1018,7781,223,0,4,2019-07-02T10:37:42Z,2019-07-02T14:22:53Z
4caf89,1562074952,NA,1562076919,EIDW,STK43D  ,NA,NA,9579,330,0,4,2019-07-02T13:42:32Z,2019-07-02T14:15:19Z
4ca117,1562066282,NA,1562076807,EIDW,EIN477  ,NA,NA,7609,208,0,4,2019-07-02T11:18:02Z,2019-07-02T14:13:27Z
4ca4ef,1562073824,EGGW,1562076652,EIDW,RYR8WM  ,992,46,8435,253,0,4,2019-07-02T13:23:44Z,2019-07-02T14:10:52Z
4ca555,1562073086,EGLC,1562076415,EIDW,EIN2LC  ,642,39,11361,299,1,4,2019-07-02T13:11:26Z,2019-07-02T14:06:55Z
4ca5f0,1562074264,EGPH,1562076288,EIDW,RYR1DV  ,5483,614,8373,253,0,4,2019-07-02T13:31:04Z,2019-07-02T14:04:48Z
4caaec,1562073630,EIKY,1562076024,EIDW,STK5K   ,12021,1169,9606,330,0,4,2019-07-02T13:20:30Z,2019-07-02T14:00:24Z
4ca2a7,1562071661,EHAM,1562075877,EIDW,RYR4KE  ,4754,88,9291,307,0,4,2019-07-02T12:47:41Z,2019-07-02T13:57:57Z
4ca97b,1562045884,EIDW,1562075722,EIDW,RYR77VB ,5420,535,8383,253,2,4,2019-07-02T05:38:04Z,2019-07-02T13:55:22Z
4ca79d,1562067391,LIME,1562075556,EIDW,RYR49MC ,2942,424,9292,307,1,4,2019-07-02T11:36:31Z,2019-07-02T13:52:36Z
4ca92d,1562065765,NA,1562075421,EIDW,EIN451  ,NA,NA,8260,246,0,4,2019-07-02T11:09:25Z,2019-07-02T13:50:21Z
406109,1562072025,EGLC,1562075268,EIDW,CFE95E  ,964,70,8388,253,1,4,2019-07-02T12:53:45Z,2019-07-02T13:47:48Z
4ca6a5,1562068819,LSZM,1562075154,EIDW,RYR36ZR ,1839,48,9506,322,1,4,2019-07-02T12:00:19Z,2019-07-02T13:45:54Z
4ca93b,1562069320,NA,1562075051,EIDW,RYR157P ,NA,NA,9626,322,0,4,2019-07-02T12:08:40Z,2019-07-02T13:44:11Z
4ca280,1562043744,EIDW,1562074915,EIDW,EIN71XW ,3044,337,9057,291,2,4,2019-07-02T05:02:24Z,2019-07-02T13:41:55Z
4402b9,1562066056,LOWW,1562074799,EIDW,LDM9CP  ,942,22,7324,200,0,4,2019-07-02T11:14:16Z,2019-07-02T13:39:59Z
4ca911,1562071879,EGSS,1562074645,EIDW,RYR1EP  ,1426,23,8205,246,1,4,2019-07-02T12:51:19Z,2019-07-02T13:37:25Z
4ca842,1562065757,LEMG,1562074510,EIDW,EIN58P  ,2393,334,7222,185,0,4,2019-07-02T11:09:17Z,2019-07-02T13:35:10Z
4ca293,1562065803,LIPZ,1562074335,EIDW,EIN42N  ,3120,401,7663,208,1,4,2019-07-02T11:10:03Z,2019-07-02T13:32:15Z
345617,1562066573,NA,1562074173,EIDW,LAV6831 ,NA,NA,9544,322,0,4,2019-07-02T11:22:53Z,2019-07-02T13:29:33Z
896536,1562008782,NA,1562074043,EIDW,ETD75X  ,NA,NA,7625,208,0,4,2019-07-01T19:19:42Z,2019-07-02T13:27:23Z
4ca281,1562069251,EHAM,1562073922,EIDW,EIN605P ,4206,88,6238,139,0,4,2019-07-02T12:07:31Z,2019-07-02T13:25:22Z
34608f,1562066312,LEBL,1562073746,EIDW,VLG72LD ,11568,1185,9297,314,0,4,2019-07-02T11:18:32Z,2019-07-02T13:22:26Z
4008b4,1562070790,EGLL,1562073595,EIDW,BAW84DM ,1182,2,9276,291,2,4,2019-07-02T12:33:10Z,2019-07-02T13:19:55Z
4ca27f,1562068924,LFPG,1562073474,EIDW,EIN525  ,1535,25,7594,208,2,4,2019-07-02T12:02:04Z,2019-07-02T13:17:54Z
4ca9ed,1562071514,EGGP,1562073328,EIDW,RYR7UJ  ,1174,6,8226,246,0,4,2019-07-02T12:45:14Z,2019-07-02T13:15:28Z
4ca1c3,1562064452,LEZL,1562073173,EIDW,RYR4HP  ,4988,712,9668,330,1,4,2019-07-02T10:47:32Z,2019-07-02T13:12:53Z
4cafa6,1562068536,EHAM,1562073008,EIDW,KLM43C  ,4195,88,9522,314,0,4,2019-07-02T11:55:36Z,2019-07-02T13:10:08Z
4ca0d1,1562064324,LPFR,1562072877,EIDW,EIN93T  ,3828,526,9375,314,0,4,2019-07-02T10:45:24Z,2019-07-02T13:07:57Z
44058f,1562067711,NA,1562072751,EIDW,GAC007L ,NA,NA,6146,131,0,4,2019-07-02T11:41:51Z,2019-07-02T13:05:51Z
47ba0d,1562064280,ESSA,1562072553,EIDW,SAS535  ,2434,445,9583,322,0,4,2019-07-02T10:44:40Z,2019-07-02T13:02:33Z
4caad7,1562070523,NA,1562072505,EIDW,STK31Q  ,NA,NA,5630,101,0,4,2019-07-02T12:28:43Z,2019-07-02T13:01:45Z
4ca2fe,1562062830,LIRA,1562072375,EIDW,RYR14UH ,805,0,9130,299,0,4,2019-07-02T10:20:30Z,2019-07-02T12:59:35Z
4ca6b1,1562069261,EGBB,1562072212,EIDW,STK265B ,2857,273,10446,368,0,4,2019-07-02T12:07:41Z,2019-07-02T12:56:52Z
4ca0fc,1562038787,KLAX,1562072096,EIDW,EIN1PE  ,2099,68,7057,185,2,4,2019-07-02T03:39:47Z,2019-07-02T12:54:56Z
4ca2d6,1562066006,EDDH,1562071913,EIDW,RYR1ME  ,1420,39,8347,253,0,4,2019-07-02T11:13:26Z,2019-07-02T12:51:53Z
4ca849,1562069532,EGBB,1562071749,EIDW,RYR2VH  ,4621,471,9674,322,0,4,2019-07-02T12:12:12Z,2019-07-02T12:49:09Z
ab7613,1562041549,KDFW,1562070026,EIDW,AAL132  ,1831,150,7391,200,2,4,2019-07-02T04:25:49Z,2019-07-02T12:20:26Z
4ca0fe,1562060372,LIRF,1562069897,EIDW,EIN40X  ,697,209,6270,139,0,4,2019-07-02T09:39:32Z,2019-07-02T12:18:17Z
4cabb8,1562068036,EGCC,1562069721,EIDW,RYR2F   ,3234,180,9292,299,0,4,2019-07-02T11:47:16Z,2019-07-02T12:15:21Z
4ca76f,1562066285,EGLL,1562069437,EIDW,EIN159  ,1025,20,8462,253,2,4,2019-07-02T11:18:05Z,2019-07-02T12:10:37Z
4ca6d0,1562059098,LIEE,1562069269,EIDW,RYR9YK  ,2217,293,9668,330,0,4,2019-07-02T09:18:18Z,2019-07-02T12:07:49Z
3991e7,1562064360,LFPG,1562068973,EIDW,AFR181P ,4277,93,6973,177,2,4,2019-07-02T10:46:00Z,2019-07-02T12:02:53Z
4ca213,1562061353,EDDM,1562068818,EIDW,EIN35Y  ,1181,26,6931,170,0,4,2019-07-02T09:55:53Z,2019-07-02T12:00:18Z
4ca1ff,1562060740,LEBL,1562068601,EIDW,RYR65TB ,12220,1291,7679,215,0,4,2019-07-02T09:45:40Z,2019-07-02T11:56:41Z
4ca935,1562061342,LEMD,1562068485,EIDW,EIN59M  ,6751,191,6297,139,1,4,2019-07-02T09:55:42Z,2019-07-02T11:54:45Z
4ca2ad,1562059071,LEMG,1562068258,EIDW,RYR13AH ,3316,448,9567,322,0,4,2019-07-02T09:17:51Z,2019-07-02T11:50:58Z
4ca5c6,1562037882,KSEA,1562068086,EIDW,EIN142  ,1192,20,9626,322,4,4,2019-07-02T03:24:42Z,2019-07-02T11:48:06Z
4ca5c8,1562060143,LIML,1562067985,EIDW,EIN43R  ,699,16,6184,147,1,4,2019-07-02T09:35:43Z,2019-07-02T11:46:25Z
4caada,1562064592,EGPH,1562067829,EIDW,STK53ED ,488,25,5568,101,0,4,2019-07-02T10:49:52Z,2019-07-02T11:43:49Z
4ca705,1562059533,LPAR,1562067629,EIDW,RYR2BA  ,7235,819,9625,322,1,4,2019-07-02T09:25:33Z,2019-07-02T11:40:29Z
4caad9,1562064973,EGCC,1562067473,EIDW,STK32X  ,1791,55,10373,368,0,4,2019-07-02T10:56:13Z,2019-07-02T11:37:53Z
4ca79b,1562059952,LEMD,1562067339,EIDW,RYR6CV  ,6836,290,9318,307,1,4,2019-07-02T09:32:32Z,2019-07-02T11:35:39Z
4ca621,1562060235,LFMK,1562067134,EIDW,RYR34NM ,7573,736,9715,330,0,4,2019-07-02T09:37:15Z,2019-07-02T11:32:14Z
4ca640,1562059381,LSZH,1562067048,EIDW,EIN3GC  ,487,73,5494,93,1,4,2019-07-02T09:23:01Z,2019-07-02T11:30:48Z
4ca65e,1562064189,EGNT,1562066856,EIDW,RYR173  ,6331,787,9308,307,0,4,2019-07-02T10:43:09Z,2019-07-02T11:27:36Z
4ca292,1562059204,LEBL,1562066748,EIDW,EIN5HM  ,8340,1047,7281,185,0,4,2019-07-02T09:20:04Z,2019-07-02T11:25:48Z
4ca6b2,1562063976,EGPF,1562066567,EIDW,STK23GL ,1308,68,9620,330,0,4,2019-07-02T10:39:36Z,2019-07-02T11:22:47Z
4cacac,1562059232,EDDB,1562066459,EIDW,RYR456E ,374,47,7653,215,0,4,2019-07-02T09:20:32Z,2019-07-02T11:20:59Z
c06738,1562058365,NA,1562066336,EIDW,TOM87Y  ,NA,NA,9156,291,0,4,2019-07-02T09:06:05Z,2019-07-02T11:18:56Z
4ca2ca,1562062965,EGKK,1562066194,EIDW,EIN2KE  ,2590,311,7427,200,1,4,2019-07-02T10:22:45Z,2019-07-02T11:16:34Z
4ca294,1562060265,EDDH,1562066050,EIDW,EIN39A  ,1558,16,6884,162,0,4,2019-07-02T09:37:45Z,2019-07-02T11:14:10Z
4ca33c,1562056956,NA,1562065838,EIDW,RYR75PK ,NA,NA,9583,322,0,4,2019-07-02T08:42:36Z,2019-07-02T11:10:38Z
4ca894,1562055601,EPMO,1562065703,EIDW,RYR801  ,160,4,9652,330,0,4,2019-07-02T08:20:01Z,2019-07-02T11:08:23Z
4ca86e,1562031995,KSFO,1562065566,EIDW,EIN146  ,3487,407,7228,185,0,4,2019-07-02T01:46:35Z,2019-07-02T11:06:06Z
4ca6d2,1562057650,LIME,1562065389,EIDW,RYR4HD  ,2151,333,9568,322,1,4,2019-07-02T08:54:10Z,2019-07-02T11:03:09Z
4ca214,1562058068,EDDT,1562065289,EIDW,EIN33J  ,801,69,6168,131,0,4,2019-07-02T09:01:08Z,2019-07-02T11:01:29Z
4ca2cb,1562057946,EDDF,1562065139,EIDW,EIN65W  ,2342,72,7254,192,1,4,2019-07-02T08:59:06Z,2019-07-02T10:58:59Z
4ca13d,1562056098,LEAL,1562064985,EIDW,EIN573  ,1870,170,7636,208,0,4,2019-07-02T08:28:18Z,2019-07-02T10:56:25Z
4ca770,1562061614,EGLL,1562064858,EIDW,EIN1XL  ,1020,2,7044,177,2,4,2019-07-02T10:00:14Z,2019-07-02T10:54:18Z
4cab72,1562057256,EDDM,1562064685,EIDW,RYR98RK ,2662,64,8388,261,1,4,2019-07-02T08:47:36Z,2019-07-02T10:51:25Z
896306,1562037825,OMDB,1562064530,EIDW,UAE161  ,1366,118,9518,322,0,4,2019-07-02T03:23:45Z,2019-07-02T10:48:50Z
4076cc,1562061471,EGLL,1562064383,EIDW,BAW834  ,812,40,8362,261,2,4,2019-07-02T09:57:51Z,2019-07-02T10:46:23Z
ab649a,1562037954,GA95,1562063994,EIDW,DAL176  ,9647,697,8566,269,7,4,2019-07-02T03:25:54Z,2019-07-02T10:39:54Z
4ca5f0,1562055708,NA,1562063752,EIDW,RYR46XU ,NA,NA,9555,314,0,4,2019-07-02T08:21:48Z,2019-07-02T10:35:52Z
4ca607,1562060703,EGNT,1562063590,EIDW,STK1NC  ,8515,688,9636,330,0,4,2019-07-02T09:45:03Z,2019-07-02T10:33:10Z
4cace4,1562040818,KSWF,1562063185,EIDW,IBK7953 ,4033,360,8378,261,2,4,2019-07-02T04:13:38Z,2019-07-02T10:26:25Z
4ca5be,1562059118,EGLC,1562063034,EIDW,EIN283  ,1350,47,8780,253,1,4,2019-07-02T09:18:38Z,2019-07-02T10:23:54Z
4caf91,1562034095,KMCO,1562062885,EIDW,EIN12G  ,3665,321,9270,307,0,4,2019-07-02T02:21:35Z,2019-07-02T10:21:25Z
4ca215,1562058810,EGLL,1562062767,EIDW,EIN15N  ,930,35,7626,215,2,4,2019-07-02T09:13:30Z,2019-07-02T10:19:27Z
3c66e4,1562055960,EDDF,1562062641,EIDW,DLH9PX  ,3896,42,6838,170,2,4,2019-07-02T08:26:00Z,2019-07-02T10:17:21Z
4caf89,1562060880,EGNS,1562062545,EIDW,STK3213 ,11762,1614,6153,131,0,4,2019-07-02T09:48:00Z,2019-07-02T10:15:45Z
c078b0,1562039935,CYYZ,1562062373,EIDW,TSC230  ,2195,70,8189,253,0,4,2019-07-02T03:58:55Z,2019-07-02T10:12:53Z
4ca6c4,1562056637,EDDL,1562062217,EIDW,EIN69X  ,1006,8,7370,208,0,4,2019-07-02T08:37:17Z,2019-07-02T10:10:17Z
4ca53d,1562058408,EGKK,1562062049,EIDW,RYR6DB  ,2682,319,9694,330,1,4,2019-07-02T09:06:48Z,2019-07-02T10:07:29Z
4ca837,1562056453,EBBR,1562061946,EIDW,EIN6AP  ,458,101,7124,192,2,4,2019-07-02T08:34:13Z,2019-07-02T10:05:46Z
4cabb9,1562056596,EHAM,1562061771,EIDW,RYR34VF ,4270,88,9585,330,0,4,2019-07-02T08:36:36Z,2019-07-02T10:02:51Z
ab1fa7,1562038406,KORD,1562061623,EIDW,AAL208  ,8633,846,9344,307,2,4,2019-07-02T03:33:26Z,2019-07-02T10:00:23Z
4ca8e8,1562056159,NA,1562061478,EIDW,RYR62QY ,NA,NA,9669,322,0,4,2019-07-02T08:29:19Z,2019-07-02T09:57:58Z
4ca217,1562057749,EGKK,1562061359,EIDW,EIN23W  ,2536,235,7609,208,1,4,2019-07-02T08:55:49Z,2019-07-02T09:55:59Z
342211,1562053754,LEMD,1562061225,EIDW,IBS3792 ,7856,366,7227,192,1,4,2019-07-02T07:49:14Z,2019-07-02T09:53:45Z
4ca212,1562054085,LFLL,1562061080,EIDW,EIN551  ,710,67,6839,170,1,4,2019-07-02T07:54:45Z,2019-07-02T09:51:20Z
4cc275,1562053418,BIKF,1562060882,EIDW,ICE416  ,546,107,9286,314,0,4,2019-07-02T07:43:38Z,2019-07-02T09:48:02Z
4ca555,1562057080,EGLC,1562060751,EIDW,EIN2VE  ,1038,24,9716,261,1,4,2019-07-02T08:44:40Z,2019-07-02T09:45:51Z
4caad7,1562057386,EGPH,1562060636,EIDW,STK551  ,403,41,6276,154,0,4,2019-07-02T08:49:46Z,2019-07-02T09:43:56Z
4ca836,1562055730,LFPG,1562060486,EIDW,EIN521X ,1312,2,6926,177,2,4,2019-07-02T08:22:10Z,2019-07-02T09:41:26Z
4ca6ad,1562054750,LFPG,1562060301,EIDW,AFR1716 ,1702,17,9579,330,2,4,2019-07-02T08:05:50Z,2019-07-02T09:38:21Z
4ca74e,1562036110,KORD,1562060154,EIDW,EIN124  ,6691,671,8362,253,2,4,2019-07-02T02:55:10Z,2019-07-02T09:35:54Z
4cafe1,1562056646,EGLC,1562060001,EIDW,CFE73L  ,1043,55,9297,314,1,4,2019-07-02T08:37:26Z,2019-07-02T09:33:21Z
4ca2a7,1562055037,EBBR,1562059859,EIDW,RYR249Z ,830,17,9856,337,2,4,2019-07-02T08:10:37Z,2019-07-02T09:30:59Z
c051e6,1562037081,CYYZ,1562059721,EIDW,ACA842  ,1821,9,8292,261,1,4,2019-07-02T03:11:21Z,2019-07-02T09:28:41Z
4b1693,1562051753,LSZH,1562059455,EIDW,SWR42H  ,1513,65,7589,215,1,4,2019-07-02T07:15:53Z,2019-07-02T09:24:15Z
4ca849,1562055333,LFOB,1562059281,EIDW,RYR3AC  ,8617,1551,9668,330,0,4,2019-07-02T08:15:33Z,2019-07-02T09:21:21Z
a0a8df,1562034372,KORD,1562059098,EIDW,UAL152  ,6332,709,7645,238,2,4,2019-07-02T02:26:12Z,2019-07-02T09:18:18Z
4ca6b1,1562056068,EGNP,1562058869,EIDW,STK19L  ,1220,169,9793,337,1,4,2019-07-02T08:27:48Z,2019-07-02T09:14:29Z
495292,1562050632,LPPT,1562058694,EIDW,TAP1322 ,7292,884,7239,192,1,4,2019-07-02T06:57:12Z,2019-07-02T09:11:34Z
4ca216,1562053802,EHAM,1562058514,EIDW,EIN603  ,2012,88,8326,253,0,4,2019-07-02T07:50:02Z,2019-07-02T09:08:34Z
ab6fbf,1562036844,KJFK,1562058341,EIDW,DAL44   ,4731,498,9188,307,0,4,2019-07-02T03:07:24Z,2019-07-02T09:05:41Z
4cabb8,1562055272,EGKK,1562058209,EIDW,RYR52YP ,2157,167,7609,215,1,4,2019-07-02T08:14:32Z,2019-07-02T09:03:29Z
a0817f,1562033254,KIAD,1562057171,EIDW,UAL126  ,1127,11,9539,330,2,4,2019-07-02T02:07:34Z,2019-07-02T08:46:11Z
400937,1562054151,EGLL,1562057029,EIDW,BAW828Y ,883,48,7135,192,2,4,2019-07-02T07:55:51Z,2019-07-02T08:43:49Z
4bab2f,1562043274,NA,1562056851,EIDW,THY6UG  ,NA,NA,9271,307,0,4,2019-07-02T04:54:34Z,2019-07-02T08:40:51Z
3c6602,1562049044,EDDM,1562056686,EIDW,DLH5EC  ,751,64,7276,200,0,4,2019-07-02T06:30:44Z,2019-07-02T08:38:06Z
4ca63a,1562053743,EGLL,1562056512,EIDW,EIN15M  ,876,48,9022,291,2,4,2019-07-02T07:49:03Z,2019-07-02T08:35:12Z
4ca6b2,1562053025,EGPH,1562056239,EIDW,STK51ED ,6288,499,9312,322,0,4,2019-07-02T07:37:05Z,2019-07-02T08:30:39Z
4ca93b,1562052796,EGSS,1562056125,EIDW,RYR5CN  ,826,22,9146,307,1,4,2019-07-02T07:33:16Z,2019-07-02T08:28:45Z
4ca6a5,1562053824,EGPF,1562055980,EIDW,RYR5771 ,1700,60,9545,322,0,4,2019-07-02T07:50:24Z,2019-07-02T08:26:20Z
4caad9,1562052523,EGGD,1562055827,EIDW,STK81DR ,2276,168,9615,352,0,4,2019-07-02T07:28:43Z,2019-07-02T08:23:47Z
501d21,1562046207,LDZA,1562055715,EIDW,CTN512  ,932,16,7015,185,1,4,2019-07-02T05:43:27Z,2019-07-02T08:21:55Z
4ca645,1562053243,EGPH,1562055363,EIDW,RYR5ZX  ,6322,713,9579,330,0,4,2019-07-02T07:40:43Z,2019-07-02T08:16:03Z
4caada,1562052462,EGPF,1562055286,EIDW,STK21GL ,1068,83,5388,101,0,4,2019-07-02T07:27:42Z,2019-07-02T08:14:46Z
4ca80b,1562053032,EGGP,1562055084,EIDW,RYR4AB  ,1629,67,9563,322,0,4,2019-07-02T07:37:12Z,2019-07-02T08:11:24Z
4ca80d,1562046585,NA,1562054939,EIDW,RYR20MD ,NA,NA,9683,337,0,4,2019-07-02T05:49:45Z,2019-07-02T08:08:59Z
4ca810,1562052216,EGGD,1562054796,EIDW,RYR6Y   ,1705,54,9286,314,0,4,2019-07-02T07:23:36Z,2019-07-02T08:06:36Z
4ca281,1562052155,EGBB,1562054675,EIDW,EIN26M  ,3543,395,7307,200,0,4,2019-07-02T07:22:35Z,2019-07-02T08:04:35Z
4ca2d6,1562052654,EGCC,1562054499,EIDW,RYR5YZ  ,3401,119,9587,322,0,4,2019-07-02T07:30:54Z,2019-07-02T08:01:39Z
48c229,1562044822,EPMO,1562054368,EIDW,RYR3FG  ,510,4,9787,337,0,4,2019-07-02T05:20:22Z,2019-07-02T07:59:28Z
47a6ce,1562047305,ENGM,1562054234,EIDW,NAX2NU  ,9007,1080,9367,322,0,4,2019-07-02T06:01:45Z,2019-07-02T07:57:14Z
a2d1c9,1562031538,KPHL,1562054072,EIDW,AAL722  ,2354,49,8238,261,3,4,2019-07-02T01:38:58Z,2019-07-02T07:54:32Z
4cace5,1562032248,KSWF,1562053917,EIDW,IBK1762 ,4264,475,9130,299,2,4,2019-07-02T01:50:48Z,2019-07-02T07:51:57Z
4ca65e,1562051310,EGBB,1562053762,EIDW,RYR663  ,4935,433,9328,307,0,4,2019-07-02T07:08:30Z,2019-07-02T07:49:22Z
a14872,1562033384,KBOS,1562053585,EIDW,DAL154  ,2261,336,8336,269,0,4,2019-07-02T02:09:44Z,2019-07-02T07:46:25Z
7815f9,1562051327,EGPH,1562053365,EIDW,CHH749  ,6307,957,8237,253,0,4,2019-07-02T07:08:47Z,2019-07-02T07:42:45Z
4ca27f,1562051340,EGCC,1562053174,EIDW,EIN2CJ  ,3489,127,9245,307,0,4,2019-07-02T07:09:00Z,2019-07-02T07:39:34Z
4ca76f,1562050286,EGLL,1562053036,EIDW,EIN151  ,1155,28,9366,307,2,4,2019-07-02T06:51:26Z,2019-07-02T07:37:16Z
3c48f0,1562047864,EDDL,1562052893,EIDW,EWG3RS  ,1068,99,9904,345,0,4,2019-07-02T06:11:04Z,2019-07-02T07:34:53Z
4caf89,1562050754,NA,1562052703,EIDW,STK41D  ,NA,NA,6152,139,0,4,2019-07-02T06:59:14Z,2019-07-02T07:31:43Z
4ca5c7,1562030677,KJFK,1562052506,EIDW,EIN10X  ,4487,491,7481,215,0,4,2019-07-02T01:24:37Z,2019-07-02T07:28:26Z
c04fbb,1562021352,CYVR,1562052329,EIDW,ACA862  ,2277,132,9819,345,0,4,2019-07-01T22:49:12Z,2019-07-02T07:25:29Z
4caaf9,1562026056,KMSP,1562052179,EIDW,EIN88   ,2123,269,9814,345,1,4,2019-07-02T00:07:36Z,2019-07-02T07:22:59Z
4ca607,1562049235,EIKY,1562051877,EIDW,STK1K   ,12043,1002,9584,337,0,4,2019-07-02T06:33:55Z,2019-07-02T07:17:57Z
406b12,1562024308,NA,1562051750,EIDW,TOM537  ,NA,NA,9203,307,0,4,2019-07-01T23:38:28Z,2019-07-02T07:15:50Z
4ca7d8,1562031230,KBOS,1562051541,EIDW,EIN13J  ,2570,336,9574,330,0,4,2019-07-02T01:33:50Z,2019-07-02T07:12:21Z
3c66ac,1562045430,EDDF,1562051426,EIDW,DLH1EN  ,842,88,7270,192,1,4,2019-07-02T05:30:30Z,2019-07-02T07:10:26Z
4ca97c,1562038611,LBSF,1562051244,EIDW,RYR60SG ,13235,1320,9584,330,0,4,2019-07-02T03:36:51Z,2019-07-02T07:07:24Z
4cacc6,1562047623,EGMC,1562051118,EIDW,RYR52FD ,1344,167,8362,261,0,4,2019-07-02T06:07:03Z,2019-07-02T07:05:18Z
4008b1,1562047930,EGLL,1562050957,EIDW,BAW84W  ,1001,17,9370,314,2,4,2019-07-02T06:12:10Z,2019-07-02T07:02:37Z
4cabc0,1562047100,EGSS,1562050810,EIDW,RYR7FU  ,1746,23,9587,330,1,4,2019-07-02T05:58:20Z,2019-07-02T07:00:10Z
406c43,1562046769,EGLC,1562050663,EIDW,CFE9TB  ,985,100,9291,307,1,4,2019-07-02T05:52:49Z,2019-07-02T06:57:43Z
89612f,1562023106,NA,1562050498,EIDW,ETD72E  ,NA,NA,9590,330,0,4,2019-07-01T23:18:26Z,2019-07-02T06:54:58Z
a05629,1562028878,KLDJ,1562049986,EIDW,UAL23   ,5109,564,9265,314,1,4,2019-07-02T00:54:38Z,2019-07-02T06:46:26Z
c0864e,1562031873,NA,1562049436,EIDW,WJA50   ,NA,NA,7422,208,0,4,2019-07-02T01:44:33Z,2019-07-02T06:37:16Z
4ca4ef,1562045976,EGGW,1562049255,EIDW,RYR9KR  ,1555,7,9684,337,0,4,2019-07-02T05:39:36Z,2019-07-02T06:34:15Z
4ca2ca,1562046136,EGLL,1562049134,EIDW,EIN14Y  ,1082,12,7563,208,2,4,2019-07-02T05:42:16Z,2019-07-02T06:32:14Z
4ca1b4,1562046480,EGNX,1562048964,EIDW,RYR535  ,727,62,9057,291,0,4,2019-07-02T05:48:00Z,2019-07-02T06:29:24Z
a2c802,1562022532,KCLT,1562048788,EIDW,AAL724  ,6771,503,9259,314,0,4,2019-07-01T23:08:52Z,2019-07-02T06:26:28Z
aab001,1562025448,KORD,1562048486,EIDW,UAL907  ,8769,915,9234,314,2,4,2019-07-01T23:57:28Z,2019-07-02T06:21:26Z
