FLTID,REG,ADEP,ADES,ATOT,AOBT,SOBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
BAW580,GEUXK,EGLL,LIMC,2018-06-04T18:39:00Z,2018-06-04T18:17:00Z,2018-06-04T17:05:00Z,IFR,A321,MJ,09R,512,DEP,218986036,2018-06-04T18:48:42Z,50.8277777777778,-0.230555555555555,192,2018-06-04T18:57:40Z,49.9797222222222,0.6797222222222219,340
BAW179,GCIVZ,EGLL,KJFK,2018-06-04T17:33:00Z,2018-06-04T17:10:00Z,2018-06-04T17:05:00Z,IFR,B744,H,09R,539,DEP,218983717,2018-06-04T17:42:14Z,51.62138888888891,-1.50611111111111,182,2018-06-04T17:49:51Z,51.861388888888904,-3.07166666666667,319
SHT18E,GEUYV,EGLL,EGPD,2018-06-04T17:36:00Z,2018-06-04T17:13:00Z,2018-06-04T17:05:00Z,IFR,A320,MJ,09R,508,DEP,218983711,2018-06-04T17:46:27Z,52.142500000000005,-0.41638888888888914,148,2018-06-04T17:55:17Z,53.08,-1.20555555555556,292
BEE4KL,GFLBB,EGLL,EGPD,2018-06-04T17:17:00Z,2018-06-04T17:02:00Z,2018-06-04T17:05:00Z,IFR,DH8D,MT,09R,253R,DEP,218983688,2018-06-04T17:29:03Z,52.1377777777778,-0.3225,159,2018-06-04T17:41:51Z,53.062777777777804,-1.3063888888888902,240
FIN4CE,OHLZT,EGLL,EFHK,2018-06-04T17:16:00Z,2018-06-04T17:04:00Z,2018-06-04T17:05:00Z,IFR,A321,MJ,09R,325,DEP,218983716,2018-06-04T17:24:57Z,51.874722222222196,0.40166666666666706,193,2018-06-04T17:33:09Z,52.5597222222222,1.59361111111111,311
BAW18LX,GEUUN,EGLL,ELLX,2018-06-04T18:33:00Z,2018-06-04T18:18:00Z,2018-06-04T17:10:00Z,IFR,A320,MJ,09R,303L,DEP,218985567,2018-06-04T18:41:58Z,51.36,0.589444444444444,175,2018-06-04T18:50:35Z,51.165000000000006,2.15555555555556,290
EIN17R,EIDEC,EGLL,EIDW,2018-06-04T17:15:00Z,2018-06-04T17:01:00Z,2018-06-04T17:10:00Z,IFR,A320,MJ,09R,221L,DEP,218983848,2018-06-04T17:24:18Z,51.5736111111111,-1.5194444444444397,186,2018-06-04T17:32:12Z,51.8305555555555,-3.08083333333333,319
LOT2MF,SPLVA,EGLL,EPWA,2018-06-04T18:40:00Z,2018-06-04T18:16:00Z,2018-06-04T17:10:00Z,IFR,B38M,MJ,09R,217,DEP,218984413,2018-06-04T18:50:51Z,51.85527777777779,0.42388888888888915,156,2018-06-04T18:59:57Z,52.06888888888891,2.05916666666667,308
SVA118,HZAK40,EGLL,OERK,2018-06-04T17:20:00Z,2018-06-04T16:55:00Z,2018-06-04T17:10:00Z,IFR,B77W,H,09R,410,DEP,218983740,2018-06-04T17:29:27Z,50.8247222222222,-0.253055555555556,214,2018-06-04T17:37:53Z,49.968888888888905,0.645277777777778,346
RAM801F,CNROP,EGLL,GMMN,2018-06-04T17:17:00Z,2018-06-04T16:50:00Z,2018-06-04T17:10:00Z,IFR,B738,MJ,09R,401,DEP,218983839,2018-06-04T17:27:00Z,51.005,-1.21138888888889,184,2018-06-04T17:34:57Z,50.1602777777778,-2.07833333333333,330
SHT6J,GMEDM,EGLL,EGPF,2018-06-04T17:38:00Z,2018-06-04T17:22:00Z,2018-06-04T17:15:00Z,IFR,A321,MJ,09R,507,DEP,218983902,2018-06-04T17:48:33Z,52.1377777777778,-0.597777777777778,165,2018-06-04T17:56:56Z,53.038333333333306,-1.4122222222222198,290
SHT12Q,GEUYI,EGLL,EGNT,2018-06-04T18:12:00Z,2018-06-04T17:53:00Z,2018-06-04T17:15:00Z,IFR,A320,MJ,09R,523,DEP,218984878,2018-06-04T18:23:52Z,52.1411111111111,-0.5544444444444441,133,2018-06-04T18:32:44Z,53.0897222222222,-1.14527777777778,220
EIN723,EIDVK,EGLL,EICK,2018-06-04T17:37:00Z,2018-06-04T17:18:00Z,2018-06-04T17:15:00Z,IFR,A320,MJ,09R,221R,DEP,218984005,2018-06-04T17:47:01Z,51.5758333333333,-1.51888888888889,174,2018-06-04T17:55:29Z,51.883611111111094,-3.0627777777777805,299
BEE6TP,GECOR,EGLL,EGPH,2018-06-04T17:40:00Z,2018-06-04T17:22:00Z,2018-06-04T17:20:00Z,IFR,DH8D,MT,09R,253L,DEP,218984091,2018-06-04T17:50:51Z,52.1433333333333,-0.4202777777777781,148,2018-06-04T18:02:35Z,53.0583333333333,-1.32527777777778,240
CPA250,BKPI,EGLL,VHHH,2018-06-04T17:34:00Z,2018-06-04T17:15:00Z,2018-06-04T17:20:00Z,IFR,B77W,H,09R,342,DEP,218984140,2018-06-04T17:43:35Z,51.8697222222222,0.40777777777777807,134,2018-06-04T17:51:57Z,52.1330555555556,2.02,294
BAW1YC,GZBJF,EGLL,CYYC,2018-06-04T17:41:00Z,2018-06-04T17:21:00Z,2018-06-04T17:20:00Z,IFR,B788,H,09R,561,DEP,218984139,2018-06-04T17:51:01Z,51.5622222222222,-1.5216666666666698,179,2018-06-04T17:59:01Z,51.7730555555556,-3.0977777777777806,296
KQA101,5YKZF,EGLL,HKJK,2018-06-04T18:35:00Z,2018-06-04T18:00:00Z,2018-06-04T17:25:00Z,IFR,B788,H,09R,412,DEP,218984244,2018-06-04T18:43:43Z,51.32638888888891,0.5788888888888891,155,2018-06-04T18:51:37Z,51.06888888888891,2.1194444444444396,269
THY6MT,TCJJT,EGLL,LTBA,2018-06-04T17:48:00Z,2018-06-04T17:27:00Z,2018-06-04T17:25:00Z,IFR,B77W,H,09R,236,DEP,218984209,2018-06-04T17:58:09Z,51.351944444444385,0.586944444444444,102,2018-06-04T18:06:58Z,51.15444444444439,2.1525,298
SAS78C,EISIA,EGLL,EKCH,2018-06-04T18:00:00Z,2018-06-04T17:49:00Z,2018-06-04T17:30:00Z,IFR,A320,MJ,09R,225,DEP,218984417,2018-06-04T18:10:09Z,51.844722222222195,0.43472222222222207,179,2018-06-04T18:19:11Z,52.19138888888891,1.97527777777778,340
DLH3A,DAIND,EGLL,EDDF,2018-06-04T17:59:00Z,2018-06-04T17:44:00Z,2018-06-04T17:30:00Z,IFR,A320,MJ,09R,218R,DEP,218984695,2018-06-04T18:08:23Z,51.30916666666669,0.5713888888888891,125,2018-06-04T18:16:32Z,51.055,2.11138888888889,290
SHT8L,GEUPT,EGLL,EGPH,2018-06-04T17:45:00Z,2018-06-04T17:22:00Z,2018-06-04T17:30:00Z,IFR,A319,MJ,09R,522,DEP,218984410,2018-06-04T17:55:36Z,52.1411111111111,-0.553611111111111,164,2018-06-04T18:04:09Z,53.057777777777794,-1.3219444444444397,320
BAW21G,GYMMH,EGLL,KBOS,2018-06-04T17:46:00Z,2018-06-04T17:25:00Z,2018-06-04T17:30:00Z,IFR,B772,H,09R,547,DEP,218984423,2018-06-04T17:56:28Z,51.57944444444439,-1.51833333333333,148,2018-06-04T18:04:47Z,51.8938888888889,-3.05861111111111,298
BAW748,GEUPG,EGLL,LFSB,2018-06-04T19:05:00Z,2018-06-04T18:47:00Z,2018-06-04T17:35:00Z,IFR,A319,MJ,09R,539,DEP,218986169,2018-06-04T19:13:35Z,51.34916666666669,0.5866666666666669,117,2018-06-04T19:22:23Z,51.0883333333333,2.127777777777781,283
BAW558,GEUUP,EGLL,LIRF,2018-06-04T18:43:00Z,2018-06-04T18:30:00Z,2018-06-04T17:35:00Z,IFR,A320,MJ,09R,519,DEP,218984500,2018-06-04T18:53:28Z,50.811944444444386,-0.480833333333333,172,2018-06-04T19:03:06Z,49.923888888888904,0.47388888888888914,323
BAW328,GEUUL,EGLL,LFPG,2018-06-04T18:01:00Z,2018-06-04T17:48:00Z,2018-06-04T17:35:00Z,IFR,A320,MJ,09R,518,DEP,218984806,2018-06-04T18:11:08Z,50.815,-0.351944444444444,204,2018-06-04T18:20:56Z,50.02888888888891,0.827222222222222,250
KLM1024,PHBGR,EGLL,EHAM,2018-06-04T17:43:00Z,2018-06-04T17:25:00Z,2018-06-04T17:35:00Z,IFR,B737,MJ,09R,421,DEP,218984460,2018-06-04T17:53:29Z,51.812222222222196,0.46722222222222204,140,2018-06-04T18:03:20Z,52.0538888888889,2.06666666666667,230
BAW16GM,GEUYA,EGLL,LIML,2018-06-04T17:50:00Z,2018-06-04T17:33:00Z,2018-06-04T17:35:00Z,IFR,A320,MJ,09R,502,DEP,218984531,2018-06-04T17:58:58Z,50.825,-0.24972222222222204,165,2018-06-04T18:07:35Z,49.9727777777778,0.657777777777778,299
BAW85Q,GEUOE,EGLL,EIDW,2018-06-04T17:53:00Z,2018-06-04T17:38:00Z,2018-06-04T17:40:00Z,IFR,A319,MJ,09R,506,DEP,218984547,2018-06-04T18:02:54Z,51.58416666666669,-1.5172222222222198,131,2018-06-04T18:11:04Z,51.9680555555556,-3.0275000000000003,286
IBE3179,ECJQZ,EGLL,LEMD,2018-06-04T19:43:00Z,2018-06-04T19:08:00Z,2018-06-04T17:40:00Z,IFR,A321,MJ,09R,518,DEP,218986276,2018-06-04T19:53:20Z,51.0111111111111,-1.22,171,2018-06-04T20:02:15Z,50.1247222222222,-2.00055555555556,313
SWR327,HBIJD,EGLL,LSZH,2018-06-04T18:45:00Z,2018-06-04T18:25:00Z,2018-06-04T17:40:00Z,IFR,A320,MJ,09R,220,DEP,218984599,2018-06-04T18:53:44Z,51.3161111111111,0.5744444444444441,166,2018-06-04T19:02:05Z,51.11694444444439,2.13805555555556,273
BAW798H,GEUYD,EGLL,EFHK,2018-06-04T17:54:00Z,2018-06-04T17:40:00Z,2018-06-04T17:40:00Z,IFR,A320,MJ,09R,330,DEP,218984594,2018-06-04T18:03:43Z,51.858611111111095,0.418611111111111,172,2018-06-04T18:12:15Z,52.5447222222222,1.61222222222222,309
BAW31,GXLEJ,EGLL,VHHH,2018-06-04T18:09:00Z,2018-06-04T17:40:00Z,2018-06-04T17:40:00Z,IFR,A388,H,09R,564,DEP,218984652,2018-06-04T18:20:24Z,51.855833333333294,0.423333333333333,115,2018-06-04T18:29:59Z,52.182500000000005,1.98416666666667,238
TAP369,CSTNG,EGLL,LPPT,2018-06-04T17:55:00Z,2018-06-04T17:40:00Z,2018-06-04T17:45:00Z,IFR,A320,MJ,09R,216,DEP,218984682,2018-06-04T18:06:21Z,51.053611111111096,-1.28111111111111,156,2018-06-04T18:15:56Z,50.1669444444444,-2.0894444444444398,320
AZA87W,EIIMM,EGLL,LIML,2018-06-04T18:27:00Z,2018-06-04T18:11:00Z,2018-06-04T17:50:00Z,IFR,A319,MJ,09R,419,DEP,218985470,2018-06-04T18:37:04Z,50.82166666666669,-0.27444444444444405,196,2018-06-04T18:45:39Z,49.9461111111111,0.565277777777778,364
IBE31VR,ECLEV,EGLL,LEMD,2018-06-04T20:21:00Z,2018-06-04T19:45:00Z,2018-06-04T17:50:00Z,IFR,A346,H,09R,556,DEP,218988480,2018-06-04T20:31:33Z,51.055277777777796,-1.28222222222222,185,2018-06-04T20:40:11Z,50.1786111111111,-2.11555555555556,371
BAW822,GEUXI,EGLL,EKCH,2018-06-04T20:18:00Z,2018-06-04T19:55:00Z,2018-06-04T17:55:00Z,IFR,A321,MJ,09R,503,DEP,218987956,2018-06-04T20:26:57Z,51.91,0.35555555555555596,152,2018-06-04T20:35:50Z,52.209722222222204,1.9649999999999999,312
BAW972,GEUPE,EGLL,EDDH,2018-06-04T18:28:00Z,2018-06-04T18:05:00Z,2018-06-04T17:55:00Z,IFR,A319,MJ,09R,513,DEP,218984990,2018-06-04T18:38:06Z,51.853333333333296,0.425555555555556,179,2018-06-04T18:46:40Z,52.2472222222222,1.93138888888889,323
EWG7C,DAKNI,EGLL,EDDS,2018-06-04T21:09:00Z,2018-06-04T20:47:00Z,2018-06-04T18:00:00Z,IFR,A319,MJ,09R,220,DEP,218988514,2018-06-04T21:17:10Z,51.3327777777778,0.5805555555555549,171,2018-06-04T21:25:06Z,51.0327777777778,2.10305555555556,288
ANA212,JA792A,EGLL,RJTT,2018-06-04T18:15:00Z,2018-06-04T17:59:00Z,2018-06-04T18:00:00Z,IFR,B77W,H,09R,238,DEP,218985231,2018-06-04T18:25:13Z,51.867222222222196,0.410555555555556,142,2018-06-04T18:33:59Z,52.249166666666696,1.9316666666666698,284
SAA235,ZSSXK,EGLL,FAOR,2018-06-04T18:13:00Z,2018-06-04T17:48:00Z,2018-06-04T18:00:00Z,IFR,A333,H,09R,243,DEP,218985225,2018-06-04T18:24:12Z,50.8163888888889,-0.3263888888888891,132,2018-06-04T18:33:19Z,49.9580555555555,0.608055555555555,243
BAW364,GEUUF,EGLL,LFLL,2018-06-04T18:08:00Z,2018-06-04T17:51:00Z,2018-06-04T18:00:00Z,IFR,A320,MJ,09R,303R,DEP,218985186,2018-06-04T18:18:33Z,50.8422222222222,-0.14333333333333304,70,2018-06-04T18:28:27Z,49.9783333333333,0.6766666666666669,266
BAW884,GEUYT,EGLL,LROP,2018-06-04T18:20:00Z,2018-06-04T17:58:00Z,2018-06-04T18:00:00Z,IFR,A320,MJ,09R,544L,DEP,218985084,2018-06-04T18:28:57Z,51.2805555555556,0.5575,170,2018-06-04T18:37:42Z,51.05944444444439,2.11305555555556,288
BAW55K,GXLED,EGLL,FAOR,2018-06-04T18:29:00Z,2018-06-04T18:04:00Z,2018-06-04T18:05:00Z,IFR,A388,H,09R,563,DEP,218985355,2018-06-04T18:38:48Z,50.8286111111111,-0.698055555555555,149,2018-06-04T18:49:00Z,49.937222222222196,0.526388888888889,274
SAS1524,SEDOY,EGLL,ESSA,2018-06-04T18:21:00Z,2018-06-04T18:01:00Z,2018-06-04T18:05:00Z,IFR,A320,MJ,09R,224,DEP,218985259,2018-06-04T18:31:00Z,51.877777777777794,0.398055555555556,173,2018-06-04T18:39:55Z,52.57444444444439,1.57361111111111,327
BAW946,GEUOI,EGLL,EDDL,2018-06-04T18:24:00Z,2018-06-04T17:59:00Z,2018-06-04T18:05:00Z,IFR,A319,MJ,09R,505,DEP,218985312,2018-06-04T18:34:11Z,51.8211111111111,0.45972222222222203,176,2018-06-04T18:42:55Z,52.04,2.07527777777778,327
SHT6E,GEUPN,EGLL,EGPF,2018-06-04T18:42:00Z,2018-06-04T18:23:00Z,2018-06-04T18:05:00Z,IFR,A319,MJ,09R,509,DEP,218985820,2018-06-04T18:51:15Z,52.1433333333333,-0.41250000000000003,173,2018-06-04T18:59:31Z,53.0505555555555,-1.36666666666667,298
SHT86P,GEUUU,EGLL,EGAC,2018-06-04T18:34:00Z,2018-06-04T18:15:00Z,2018-06-04T18:10:00Z,IFR,A320,MJ,09R,508,DEP,218985930,2018-06-04T18:44:04Z,52.139166666666696,-0.592777777777778,210,2018-06-04T18:52:24Z,53.0175,-1.505,340
EWG9ZA,DABNT,EGLL,EDDT,2018-06-04T18:44:00Z,2018-06-04T18:29:00Z,2018-06-04T18:10:00Z,IFR,A320,MJ,09R,241,DEP,218985384,2018-06-04T18:53:19Z,51.828888888888905,0.450555555555556,181,2018-06-04T19:01:22Z,52.1308333333333,2.0175,294
EIN1YG,EIGAM,EGLL,EIDW,2018-06-04T18:22:00Z,2018-06-04T18:05:00Z,2018-06-04T18:10:00Z,IFR,A320,MJ,09R,221R,DEP,218985448,2018-06-04T18:31:14Z,51.562777777777804,-1.5219444444444397,200,2018-06-04T18:39:36Z,51.8222222222222,-3.0836111111111104,320
SWR37G,HBJCK,EGLL,LSGG,2018-06-04T20:17:00Z,2018-06-04T19:45:00Z,2018-06-04T18:10:00Z,IFR,BCS3,MJ,09R,216,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAW48BC,GEUYX,EGLL,LEBL,2018-06-04T19:27:00Z,2018-06-04T19:03:00Z,2018-06-04T18:15:00Z,IFR,A320,MJ,09R,303R,DEP,218986322,2018-06-04T19:36:46Z,50.811944444444386,-0.411111111111111,170,2018-06-04T19:46:33Z,49.9208333333333,0.46472222222222204,333
JAL44,JA732J,EGLL,RJTT,2018-06-04T18:36:00Z,2018-06-04T18:14:00Z,2018-06-04T18:15:00Z,IFR,B77W,H,09R,301,DEP,218985620,2018-06-04T18:46:44Z,51.81166666666668,0.46777777777777807,155,2018-06-04T18:55:12Z,52.054444444444385,2.0652777777777804,298
BAW706V,GEUYS,EGLL,LOWW,2018-06-04T18:56:00Z,2018-06-04T18:41:00Z,2018-06-04T18:15:00Z,IFR,A320,MJ,09R,325,DEP,218985854,2018-06-04T19:05:29Z,51.3480555555555,0.585833333333333,151,2018-06-04T19:14:08Z,51.093333333333305,2.12944444444444,281
KLM66Q,PHEZE,EGLL,EHAM,2018-06-04T19:06:00Z,2018-06-04T18:48:00Z,2018-06-04T18:15:00Z,IFR,E190,MJ,09R,417,DEP,218985747,2018-06-04T19:14:58Z,51.7802777777778,0.494444444444444,188,2018-06-04T19:23:39Z,52.0658333333333,2.0588888888888897,230
BAW988G,GEUYL,EGLL,EDDT,2018-06-04T18:55:00Z,2018-06-04T18:39:00Z,2018-06-04T18:20:00Z,IFR,A320,MJ,09R,503,DEP,218986078,2018-06-04T19:04:59Z,51.8086111111111,0.47027777777777807,168,2018-06-04T19:13:44Z,52.017777777777795,2.0872222222222203,298
IBE31XN,ECJFN,EGLL,LEMD,2018-06-04T19:45:00Z,2018-06-04T19:01:00Z,2018-06-04T18:20:00Z,IFR,A320,MJ,09R,536,DEP,218986771,2018-06-04T19:55:59Z,50.9861111111111,-1.1786111111111102,195,2018-06-04T20:04:29Z,50.1230555555556,-1.9958333333333298,338
EIN03X,EIDEG,EGLL,EGAC,2018-06-04T18:26:00Z,2018-06-04T18:10:00Z,2018-06-04T18:20:00Z,IFR,A320,MJ,09R,221L,DEP,218985712,2018-06-04T18:36:12Z,52.1330555555556,-0.653611111111111,171,2018-06-04T18:44:50Z,52.99444444444439,-1.5869444444444398,320
BAW130T,GEUYB,EGLL,ESGG,2018-06-04T18:32:00Z,2018-06-04T18:17:00Z,2018-06-04T18:20:00Z,IFR,A320,MJ,09R,542,DEP,218985727,2018-06-04T18:41:09Z,51.8958333333333,0.374444444444444,181,2018-06-04T18:49:34Z,52.5730555555555,1.57555555555556,304
BAW6VK,GEUUY,EGLL,ENGM,2018-06-04T19:08:00Z,2018-06-04T18:56:00Z,2018-06-04T18:25:00Z,IFR,A320,MJ,09R,544L,DEP,218986717,2018-06-04T19:17:34Z,51.9186111111111,0.344166666666667,185,2018-06-04T19:26:00Z,52.556388888888904,1.5994444444444398,328
EWG5AW,DAKNV,EGLL,EDDH,2018-06-04T20:53:00Z,2018-06-04T20:28:00Z,2018-06-04T18:25:00Z,IFR,A319,MJ,09R,218L,DEP,218988202,2018-06-04T21:01:47Z,51.809999999999995,0.46972222222222204,189,2018-06-04T21:09:42Z,52.1436111111111,2.0102777777777803,307
AUA456R,OELBA,EGLL,LOWW,2018-06-04T19:09:00Z,2018-06-04T18:56:00Z,2018-06-04T18:25:00Z,IFR,A321,MJ,09R,218L,DEP,218985824,2018-06-04T19:18:08Z,51.3080555555555,0.571111111111111,140,2018-06-04T19:26:23Z,51.0813888888889,2.1247222222222204,247
DLH919,DAING,EGLL,EDDF,2018-06-04T19:18:00Z,2018-06-04T19:03:00Z,2018-06-04T18:30:00Z,IFR,A320,MJ,09R,218R,DEP,218986607,2018-06-04T19:26:11Z,51.307777777777794,0.570555555555555,198,2018-06-04T19:34:05Z,51.14194444444439,2.1461111111111104,330
SAS812,EISIC,EGLL,ENGM,2018-06-04T20:03:00Z,2018-06-04T19:25:00Z,2018-06-04T18:30:00Z,IFR,A320,MJ,09R,223,DEP,218985974,2018-06-04T20:12:04Z,51.8986111111111,0.3713888888888891,199,2018-06-04T20:20:12Z,52.5708333333333,1.57916666666667,343
AAL141,N754AN,EGLL,KJFK,2018-06-04T18:37:00Z,2018-06-04T18:17:00Z,2018-06-04T18:30:00Z,IFR,B772,H,09R,326,DEP,218986012,2018-06-04T18:47:45Z,51.523333333333305,-1.52777777777778,150,2018-06-04T18:56:16Z,51.969166666666695,-3.0227777777777805,308
BAW257,GVIIG,EGLL,VIDP,2018-06-04T18:47:00Z,2018-06-04T18:30:00Z,2018-06-04T18:30:00Z,IFR,B772,H,09R,545,DEP,218986018,2018-06-04T18:56:34Z,51.362500000000004,0.590833333333333,144,2018-06-04T19:05:31Z,51.023888888888905,2.10138888888889,276
FIN19H,OHLZO,EGLL,EFHK,2018-06-04T18:46:00Z,2018-06-04T18:28:00Z,2018-06-04T18:35:00Z,IFR,A321,MJ,09R,329,DEP,218986104,2018-06-04T18:55:15Z,51.8813888888889,0.39277777777777806,200,2018-06-04T19:03:31Z,52.7008333333333,1.3730555555555601,326
EIN38J,EIDVE,EGLL,EINN,2018-06-04T18:41:00Z,2018-06-04T18:22:00Z,2018-06-04T18:35:00Z,IFR,A320,MJ,09R,226,DEP,218986095,2018-06-04T18:50:28Z,51.569166666666696,-1.52027777777778,149,2018-06-04T18:58:11Z,51.9052777777778,-3.0544444444444396,269
EWG48A,DAEWK,EGLL,EDDL,2018-06-04T18:50:00Z,2018-06-04T18:37:00Z,2018-06-04T18:35:00Z,IFR,A320,MJ,09R,223,DEP,218986163,2018-06-04T18:59:19Z,51.3705555555555,0.5933333333333329,186,2018-06-04T19:07:34Z,51.1930555555556,2.1652777777777805,318
BAW444,GEUXC,EGLL,EHAM,2018-06-04T19:10:00Z,2018-06-04T18:50:00Z,2018-06-04T18:35:00Z,IFR,A321,MJ,09R,520,DEP,218986324,2018-06-04T19:19:02Z,51.8261111111111,0.4538888888888891,187,2018-06-04T19:27:53Z,52.06138888888891,2.06166666666667,230
KAL908,HL7633,EGLL,RKSI,2018-06-04T18:59:00Z,2018-06-04T18:34:00Z,2018-06-04T18:35:00Z,IFR,B748,H,09R,411,DEP,218986153,2018-06-04T19:09:00Z,51.8358333333333,0.445,156,2018-06-04T19:16:42Z,52.203888888888905,1.96611111111111,300
BAW916N,GEUPM,EGLL,EDDF,2018-06-04T18:58:00Z,2018-06-04T18:45:00Z,2018-06-04T18:40:00Z,IFR,A319,MJ,09R,521,DEP,218986457,2018-06-04T19:07:27Z,51.3647222222222,0.5916666666666669,151,2018-06-04T19:16:20Z,51.127500000000005,2.1427777777777806,305
BAW404R,GEUUC,EGLL,EBBR,2018-06-04T18:54:00Z,2018-06-04T18:40:00Z,2018-06-04T18:40:00Z,IFR,A320,MJ,09R,565,DEP,218986207,2018-06-04T19:03:16Z,51.35027777777779,0.5866666666666669,166,2018-06-04T19:12:35Z,51.1580555555555,2.1527777777777803,190
BAW720T,GEUPJ,EGLL,LSZH,2018-06-04T19:29:00Z,2018-06-04T18:43:00Z,2018-06-04T18:45:00Z,IFR,A319,MJ,09R,517,DEP,218986376,2018-06-04T19:38:04Z,51.3388888888889,0.5824999999999999,168,2018-06-04T19:47:02Z,51.0077777777778,2.09333333333333,328
BAW738,GEUPR,EGLL,LSGG,2018-06-04T19:23:00Z,2018-06-04T18:55:00Z,2018-06-04T18:45:00Z,IFR,A319,MJ,09R,506,DEP,218986386,2018-06-04T19:33:21Z,50.839999999999996,-0.15444444444444408,199,2018-06-04T19:42:25Z,49.995000000000005,0.7302777777777779,355
BAW183,GCIVF,EGLL,KJFK,2018-06-04T19:21:00Z,2018-06-04T18:54:00Z,2018-06-04T18:50:00Z,IFR,B744,H,09R,535,DEP,218986589,2018-06-04T19:31:04Z,51.551666666666684,-1.52305555555556,161,2018-06-04T19:38:44Z,51.885277777777794,-3.06,319
TAP367,CSTNI,EGLL,LPPT,2018-06-04T19:03:00Z,2018-06-04T18:47:00Z,2018-06-04T18:50:00Z,IFR,A320,MJ,09R,216,DEP,218986566,2018-06-04T19:13:52Z,51.01416666666669,-1.2244444444444398,175,2018-06-04T19:22:35Z,50.1797222222222,-2.1149999999999998,326
SAS4628,LNRRE,EGLL,ENZV,2018-06-04T18:57:00Z,2018-06-04T18:44:00Z,2018-06-04T18:50:00Z,IFR,B738,MJ,09R,225,DEP,218986476,2018-06-04T19:06:57Z,51.8786111111111,0.3963888888888891,143,2018-06-04T19:16:03Z,52.48944444444439,1.6830555555555602,325
BAW858,GEUUV,EGLL,LKPR,2018-06-04T19:07:00Z,2018-06-04T18:48:00Z,2018-06-04T18:50:00Z,IFR,A320,MJ,09R,309,DEP,218986484,2018-06-04T19:16:19Z,51.344722222222195,0.584444444444444,145,2018-06-04T19:24:44Z,51.0861111111111,2.12638888888889,271
UAE32,A6EOT,EGLL,OMDB,2018-06-04T19:00:00Z,2018-06-04T18:39:00Z,2018-06-04T18:50:00Z,IFR,A388,H,09R,307,DEP,218986582,2018-06-04T19:10:11Z,51.38027777777779,0.595,145,2018-06-04T19:18:17Z,51.18416666666669,2.16083333333333,316
BAW239,GVIIB,EGLL,KBOS,2018-06-04T19:11:00Z,2018-06-04T18:51:00Z,2018-06-04T18:55:00Z,IFR,B772,H,09R,534,DEP,218986707,2018-06-04T19:21:33Z,51.62166666666669,-1.50611111111111,187,2018-06-04T19:29:45Z,51.9747222222222,-3.0233333333333303,306
BAW11,GXLEG,EGLL,WSSS,2018-06-04T19:13:00Z,2018-06-04T18:55:00Z,2018-06-04T18:55:00Z,IFR,A388,H,09R,562,DEP,218986708,2018-06-04T19:23:14Z,51.81444444444438,0.46666666666666706,131,2018-06-04T19:31:43Z,52.13138888888891,2.0194444444444395,249
AZA209,EIIKF,EGLL,LIRF,2018-06-04T19:52:00Z,2018-06-04T19:15:00Z,2018-06-04T19:00:00Z,IFR,A320,MJ,09R,420,DEP,218987987,2018-06-04T20:02:38Z,50.828888888888905,-0.22472222222222202,219,2018-06-04T20:12:25Z,49.9972222222222,0.7361111111111109,373
CTN82W,9ACTL,EGLL,LDZA,2018-06-04T20:13:00Z,2018-06-04T19:31:00Z,2018-06-04T19:00:00Z,IFR,A319,MJ,09R,220,DEP,218987466,2018-06-04T20:23:15Z,51.385,0.5961111111111109,150,2018-06-04T20:32:06Z,51.09833333333331,2.13222222222222,307
EWG2LY,DAKNF,EGLL,EDDK,2018-06-04T19:25:00Z,2018-06-04T18:58:00Z,2018-06-04T19:00:00Z,IFR,A319,MJ,09R,219,DEP,218986768,2018-06-04T19:34:43Z,51.368888888888904,0.591944444444444,153,2018-06-04T19:43:57Z,51.1433333333333,2.14805555555556,330
SWR339,HBJLS,EGLL,LSZH,2018-06-04T20:23:00Z,2018-06-04T19:48:00Z,2018-06-04T19:05:00Z,IFR,A320,MJ,09R,217,DEP,218988579,2018-06-04T20:32:32Z,51.353888888888896,0.587777777777778,156,2018-06-04T20:40:49Z,51.0630555555556,2.11805555555556,272
VIR601,GVNEW,EGLL,FAOR,2018-06-04T20:45:00Z,2018-06-04T20:18:00Z,2018-06-04T19:05:00Z,IFR,B789,H,09R,321,DEP,218987942,2018-06-04T20:55:06Z,50.817499999999995,-0.3138888888888891,136,2018-06-04T21:03:34Z,49.95305555555559,0.591944444444444,270
SHT8V,GEUPF,EGLL,EGPH,2018-06-04T19:44:00Z,2018-06-04T19:18:00Z,2018-06-04T19:05:00Z,IFR,A319,MJ,09R,522,DEP,218987109,2018-06-04T19:54:10Z,52.121111111111105,-0.743055555555555,185,2018-06-04T20:02:05Z,53.013611111111096,-1.51555555555556,317
VIR25B,GVYOU,EGLL,KJFK,2018-06-04T19:57:00Z,2018-06-04T19:14:00Z,2018-06-04T19:10:00Z,IFR,A346,H,09R,319,DEP,218987085,2018-06-04T20:09:05Z,51.563888888888904,-1.52111111111111,169,2018-06-04T20:17:18Z,51.9183333333333,-3.0475000000000003,276
